id,source,surface,normalized,root,morph_segments,tokenizer_target,affixes,process,pos_guess,features,confidence,frequency_in_sources,context,notes
kap-morph-0329,literary,pangisnawa,pangisnawa,isnawa,pang+isnawa,pang | isnawa,pang-,prefixation,V/ADJ/N,prefix=pang-,medium,26,anting misitsitan la Ing [pangisnawa] mung sabik dindam ke,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0330,literary,panlalawe,panlalawe,lalawe,pan+lalawe,pan | lalawe,pan-,prefixation,V/ADJ/N,prefix=pan-,medium,26,kabyasnan na miyatyat ne [panlalawe] Akit na ne pangabilyan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0331,literary,sumuyu,sumuyu,suyu,s+um+uyu,s | um | uyu,-um-,infixation,V,infix=-um-; position=after_initial_consonant,medium,26,ing asu tapat yang [sumuyu] king kayang Guinu Yang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0332,literary,tinuki,tinuki,tuki,t+in+uki,t | in | uki,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,26,gewa ra king Lipa [tinuki] kung minta Nung nu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0333,literary,capampangan,capampangan,capampang,capampang+an,capampang | an,-an,suffixation,N/V,suffix=-an,medium,25,calma O indu cung [Capampangan] a sisuan da ding,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0334,literary,kakanan,kakanan,kanan,ka~kanan,ka~kanan,ka~,reduplication,V/ADJ,reduplicated_cv=ka; aspect_or_intensification,medium,25,ing halu-halung kapad kung [kakanan] Agyang ing inuman myaliwaliwa,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0335,religious,kakataskatasan,kakataskatasan,kataskatas,ka+kataskatas+an,ka | kataskatas | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,25,ya sacerdote ne ning [Kakataskatasan] a Dios Genesis At,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0336,literary,kamarinayan,kamarinayan,marinay,ka+marinay+an,ka | marinay | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,25,e gagawan Iwasan ing [kamarinayan] ing indredus o kaswapangan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0337,literary,kapulungan,kapulungan,pulung,ka+pulung+an,ka | pulung | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,25,ne mibata Ing mesabing [kapulungan] pepa alan neng ulaga,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0338,literary,lumapit,lumapit,lapit,l+um+apit,l | um | apit,-um-,infixation,V,infix=-um-; position=after_initial_consonant,medium,25,ining ubingan nasa nang [lumapit] sana Ali na na,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0339,literary,makalukluk,makalukluk,lukluk,maka+lukluk,maka | lukluk,maka-,prefixation,V/ADJ/N,prefix=maka-,medium,25,dalagang pawing mangalagu Ngeni [makalukluk] king pakabang bangku Laptan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0340,religious,manases,manases,ases,man+ases,man | ases,man-,prefixation,V/ADJ/N,prefix=man-,medium,25,neng Jose ing pangane [Manases] Uling sinabi na Pepakalinguan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0341,literary,masampat,masampat,sampat,ma+sampat,ma | sampat,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,25,na ning bye mung [masampat] E mu pagsalbatan Ing,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0342,literary,masayang,masayang,sayang,ma+sayang,ma | sayang,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,25,bosis Mipamulala la king [masayang] sunis Makananung e la,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0343,literary,minum,minum,mum,m+in+um,m | in | um,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,25,alak Migsaya kata mu [minum] katang ditak Lukluk na,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0344,literary,myuman,myuman,myum,myum+an,myum | an,-an,suffixation,N/V,suffix=-an,medium,25,Mu nya buring mikasalang [myuman] king yatung marinat Nanu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0345,literary,pisamban,pisamban,samb,pi+samb+an,pi | samb | an,pi-; -an,prefixation+suffixation,V/ADJ/N,prefix=pi-; suffix=-an,medium,25,basilica ding katedral at [pisamban] Uling buri Keng asilip,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0346,literary,tatang,tatang,tang,ta~tang,ta~tang,ta~,reduplication,V/ADJ,reduplicated_cv=ta; aspect_or_intensification,medium,25,KUNG DALAGA Sabi nang [Tatang] ku Panaun na bungsu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0347,literary,anam,anam,anam,anam,anam,,function_word,PART/PRON/DET/PREP,closed_class; preserve_as_token,high,24,linto Banwang libu walundalan [anam] a pulu a atlu,Kept unsplit to avoid false affix boundaries in tokenizer training.
kap-morph-0348,literary,batiawan,batiawan,batiaw,batiaw+an,batiaw | an,-an,suffixation,N/V,suffix=-an,medium,24,quening berding caparangan Neng [batiawan] que qng balcun ing,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0349,literary,dangalan,dangalan,dangal,dangal+an,dangal | an,-an,suffixation,N/V,suffix=-an,medium,24,scholar ya at ketang [dangalan] aku ing tatanggap Dapot,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0350,literary,kakaluguran,kakaluguran,kalugur,ka+kalugur+an,ka | kalugur | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,24,Lawan mo ring kakung [Kakaluguran] a menatiling tapat Akit,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0351,literary,kayupayan,kayupayan,yupay,ka+yupay+an,ka | yupay | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,24,kaluguran ipatalastas mu Ing [kayupayan] ning Miglalang keng babo,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0352,literary,magligtas,magligtas,ligtas,mag+ligtas,mag | ligtas,mag-,prefixation,V/ADJ/N,prefix=mag-,medium,24,Balita Uling iti yang [magligtas] karing sablang maniwala Y,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0353,literary,mamagus,mamagus,magus,ma~magus,ma~magus,ma~,reduplication,V/ADJ,reduplicated_cv=ma; aspect_or_intensification,medium,24,Balakusang king uyat da [mamagus] manalantunan Ing daya ra,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0354,literary,matuang,matuang,tuang,ma+tuang,ma | tuang,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,24,Mika Darius ya ing [Matuang] Babilonia Mika Alexander ya,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0355,literary,pamintuan,pamintuan,mintu,pa+mintu+an,pa | mintu | an,pa- + -an,circumfixation,N/V,circumfix=pa-...-an,medium,24,at pag l p [pamintuan] na la at paniaplit,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0356,literary,pangatau,pangatau,atau,pang+atau,pang | atau,pang-,prefixation,V/ADJ/N,prefix=pang-,medium,24,atin kayapan A king [pangatau] dangal kung misulat King,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0357,literary,patugut,patugut,tugut,pa+tugut,pa | tugut,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,24,ning ayun ala yang [patugut] sasapul masikan Ing bilus,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0358,literary,saupan,saupan,saup,saup+an,saup | an,-an,suffixation,N/V,suffix=-an,medium,24,DING TULISAN meko keni [saupan] taya Ing Capas Kapampangan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0359,literary,singsing,singsing,sgsing,s+in+gsing,s | in | gsing,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,24,Enero Atin ka pin [Singsing] Atin ka pin singsing,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0360,literary,susuyu,susuyu,suyu,su~suyu,su~suyu,su~,reduplication,V/ADJ,reduplicated_cv=su; aspect_or_intensification,medium,24,mung mipapagmasakit at misasanmetung [Susuyu] ra keka savlang kaylangan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0361,literary,binutil,binutil,butil,b+in+util,b | in | util,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,23,Ing kanan kung nasi [binutil] kugn pawas Potang king,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0362,literary,kiniak,kiniak,kiak,k+in+iak,k | in | iak,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,23,sarili mu nang e [kiniak] Migkanta kung usung kanta,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0363,literary,labanan,labanan,laban,laban+an,laban | an,-an,suffixation,N/V,suffix=-an,medium,23,sugu Tinalad la king [labanan] bibie ra ing sablang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0364,literary,lakuan,lakuan,laku,laku+an,laku | an,-an,suffixation,N/V,suffix=-an,medium,23,degulan na Ning keya [lakuan] mung lugud a pamana,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0365,literary,liguran,liguran,ligur,ligur+an,ligur | an,-an,suffixation,N/V,suffix=-an,medium,23,Ibpang simban ku t [liguran] Nya pulisan mu na,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0366,literary,mabayat,mabayat,bayat,ma+bayat,ma | bayat,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,23,kasalanan kung tutu nang [mabayat] O e Mu nya,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0367,literary,malalam,malalam,lalam,ma+lalam,ma | lalam,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,23,agus a tutung tahimik [Malalam] king danum a keang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0368,literary,mapilan,mapilan,pilan,ma+pilan,ma | pilan,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,23,menalbe mako nala naman [Mapilan] mung galo gamat ning,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0369,literary,minie,minie,mie,m+in+ie,m | in | ie,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,23,ing Guinu ya ing [minie] qng amanu At balu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0370,literary,minta,minta,mta,m+in+ta,m | in | ta,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,23,king Lipa tinuki kung [minta] Nung nu mibalitang papakit,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0371,literary,pakakalulu,pakakalulu,kakalulu,pa+kakalulu,pa | kakalulu,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,23,ya king panga-utang na [Pakakalulu] no kayanakang mabsi king,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0372,religious,pamipamuk,pamipamuk,pamuk,pami+pamuk,pami | pamuk,pami-,prefixation,V/ADJ/N,prefix=pami-,medium,23,makisambutan ko kea king [pamipamuk] Deuteronomio Deuteronomy King aldo,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0373,literary,panata,panata,nata,pa+nata,pa | nata,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,23,Byernin Santu gewa kung [panata] Ing mumusan kurus a,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0374,literary,pisali,pisali,sali,pi+sali,pi | sali,pi-,prefixation,V/ADJ/N,prefix=pi-,medium,23,uma nang Judas Inyang [pisali] ne Karing masikampu ing,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0375,literary,tinikdo,tinikdo,tikdo,t+in+ikdo,t | in | ikdo,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,23,linaban lang e bibiru [Tinikdo] ya I Gallardo y,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0376,literary,akalinguan,akalinguan,akalingu,akalingu+an,akalingu | an,-an,suffixation,N/V,suffix=-an,medium,22,pang malyari ali raka [akalinguan] Ing mumunang sinta kanu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0377,literary,daramdaman,daramdaman,daramdam,daramdam+an,daramdam | an,-an,suffixation,N/V,suffix=-an,medium,22,bista man ngeni kakung [daramdaman] lwid ku pa inawa,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0378,literary,kapasalamatan,kapasalamatan,pasalamat,ka+pasalamat+an,ka | pasalamat | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,22,Dyos uling Yang mamablas [kapasalamatan] Ketang panyukad Na ding,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0379,literary,kapupusan,kapupusan,pupus,ka+pupus+an,ka | pupus | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,22,ating kayangganan Sabla ating [kapupusan] Pati ing bie na,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0380,religious,kinagli,kinagli,kagli,k+in+agli,k | in | agli,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,22,Evang asawa na at [kinagli] ya at penganak ne,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0381,literary,makatungkul,makatungkul,tungkul,maka+tungkul,maka | tungkul,maka-,prefixation,V/ADJ/N,prefix=maka-,medium,22,kung kasasabikan Ing balitang [makatungkul] king amanu taming sisuan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0382,religious,mapalyari,mapalyari,palyari,ma+palyari,ma | palyari,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,22,sasaklung danum Genesis At [mapalyari] sa king ing dalaga,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0383,literary,ninuman,ninuman,numan,n+in+uman,n | in | uman,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,22,Liryo dakal lang menalbe [Ninuman] manakit king leguan nang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0384,literary,paimburisan,paimburisan,imburis,pa+imburis+an,pa | imburis | an,pa- + -an,circumfixation,N/V,circumfix=pa-...-an,medium,22,king pusu e mo [paimburisan] Uling nung mate kung,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0385,literary,panugali,panugali,ugali,pan+ugali,pan | ugali,pan-,prefixation,V/ADJ/N,prefix=pan-,medium,22,na lerawan Itang matwang [panugali] ring kekatang pipunpunan Iting,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0386,literary,sikan,sikan,sik,sik+an,sik | an,-an,suffixation,N/V,suffix=-an,medium,22,alang balu Masikanang alang [sikan] mamintu king Keang Turu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0387,literary,tanggapan,tanggapan,tanggap,tanggap+an,tanggap | an,-an,suffixation,N/V,suffix=-an,medium,22,kami king kekaming bale [Tanggapan] mi naming malubak king,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0388,literary,kalungkutan,kalungkutan,lungkut,ka+lungkut+an,ka | lungkut | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,21,kilub ming bale Alang [kalungkutan] at pamangulila king nanu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0389,literary,kandungan,kandungan,ndung,ka+ndung+an,ka | ndung | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,21,nanu man Ika ing [kandungan] a pagsantungan da ding,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0390,literary,lalawan,lalawan,lawan,la~lawan,la~lawan,la~,reduplication,V/ADJ,reduplicated_cv=la; aspect_or_intensification,medium,21,ku lakwas mikaluku Kabang [lalawan] keng daragul i Robin,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0391,literary,magbalik,magbalik,balik,mag+balik,mag | balik,mag-,prefixation,V/ADJ/N,prefix=mag-,medium,21,Nung kapilan tam u [magbalik] king abu Karin taya,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0392,religious,makasumami,makasumami,sumami,maka+sumami,maka | sumami,maka-,prefixation,V/ADJ/N,prefix=maka-,medium,21,yuku guewa yu kung [makasumami] karing manuknangan keting labuad,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0393,literary,malating,malating,lating,ma+lating,ma | lating,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,21,a aurorang sisiro king [malating] awing bias la ngan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0394,literary,maldang,maldang,ldang,ma+ldang,ma | ldang,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,21,Ume kayu keni o [maldang] memalen Ing kakung apili,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0395,literary,mamaus,mamaus,maus,ma~maus,ma~maus,ma~,reduplication,V/ADJ,reduplicated_cv=ma; aspect_or_intensification,medium,21,ning dagat a keya [mamaus] Inia masalusu ing keying,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0396,literary,mangmang,mangmang,mang,mang+mang,mang | mang,mang-,prefixation,V/ADJ/N,prefix=mang-,medium,21,pete re ing taung [mangmang] E ra balung king,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0397,literary,maybug,maybug,ybug,ma+ybug,ma | ybug,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,21,Bungsu Itang kaligayan e [maybug] mipagyu king kanakung pusu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0398,literary,palalu,palalu,lalu,pa+lalu,pa | lalu,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,21,da retang sukab at [palalu] Ngeni king milyaring katampalasanan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0399,literary,palang,palang,lang,pa+lang,pa | lang,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,21,a metunggue Sampaga ya [palang] maulagang bague Eme pakalati,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0400,literary,pansin,pansin,nsin,pa+nsin,pa | nsin,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,21,Yan bague yan eku [pansin] ali ku pu politiku,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0401,literary,payapa,payapa,yapa,pa+yapa,pa | yapa,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,21,ing pamagkabyayan king obrang [payapa] Ding ortelanu mung masipag,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0402,literary,pengari,pengari,ngari,pe+ngari,pe | ngari,pe-,prefixation,V/ADJ/N,prefix=pe-,medium,21,Masuyu ya ampon malugud [pengari] nya keang pigagap Itang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0403,religious,sinumpa,sinumpa,sumpa,s+in+umpa,s | in | umpa,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,21,a miniabi kaku a [sinumpa] kaku ngana King kekang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0404,literary,taguimpan,taguimpan,taguimp,taguimp+an,taguimp | an,-an,suffixation,N/V,suffix=-an,medium,21,kung laman ning kakung [taguimpan] uling yang panaguimpan kung,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0405,literary,ubingan,ubingan,ubing,ubing+an,ubing | an,-an,suffixation,N/V,suffix=-an,medium,21,ING ASO O ING [UBINGAN] Nung ing Guinu dinan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0406,literary,kabyasnan,kabyasnan,byasn,ka+byasn+an,ka | byasn | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,20,alang pusu Sisibulan ning [kabyasnan] king kabyasnan alang balu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0407,literary,kakalinguan,kakalinguan,kalingu,ka+kalingu+an,ka | kalingu | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,20,Nung mipatudtud ku Eme [kakalinguan] ing bilin ku Bungsu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0408,religious,linian,linian,lian,l+in+ian,l | in | ian,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,20,Bet-el nung nu me [linian] ing asias nung nu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0409,literary,mababa,mababa,baba,ma+baba,ma | baba,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,20,na pin man itang [mababa] pegaralan Ya na pin,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0410,literary,makibat,makibat,kibat,ma+kibat,ma | kibat,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,20,kulaytan tikdo la t [makibat] King ba rang idalit,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0411,religious,mangarawak,mangarawak,arawak,mang+arawak,mang | arawak,mang-,prefixation,V/ADJ/N,prefix=mang-,medium,20,Ngeni ding tau Sodoma [mangarawak] la at makasalanan lang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0412,literary,mangatas,mangatas,atas,mang+atas,mang | atas,mang-,prefixation,V/ADJ/N,prefix=mang-,medium,20,mayayakit Detang bunduk a [mangatas] Ding sapa ampon ding,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0413,literary,marinat,marinat,rinat,ma+rinat,ma | rinat,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,20,mikasalang myuman king yatung [marinat] Nanu man sa itang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0414,literary,masakit,masakit,sakit,ma+sakit,ma | sakit,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,20,ro man pamarilan Ing [masakit] na pa nita pati,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0415,literary,masalese,masalese,salese,ma+salese,ma | salese,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,20,binye mi Inya meging [masalese] ing kekong pangababai Balu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0416,literary,masant,masant,sant,ma+sant,ma | sant,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,20,mac cul ng king [masant] ng at maring l,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0417,literary,maslag,maslag,slag,ma+slag,ma | slag,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,20,Talan ka kanaku o [maslag] a birhen Ikang maguing,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0418,literary,pagkalub,pagkalub,gkalub,pa+gkalub,pa | gkalub,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,20,e na ka bubulad [Pagkalub] da keka at e,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0419,literary,pagsalbat,pagsalbat,gsalbat,pa+gsalbat,pa | gsalbat,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,20,buring sabyan binye Mung [pagsalbat] Ing kamatayan nang makalunus-lunus,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0420,literary,pakamalan,pakamalan,kamal,pa+kamal+an,pa | kamal | an,pa- + -an,circumfixation,N/V,circumfix=pa-...-an,medium,20,dangalan O Balen ming [pakamalan] Mabalacat mal ming balen,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0421,religious,parakalan,parakalan,rakal,pa+rakal+an,pa | rakal | an,pa- + -an,circumfixation,N/V,circumfix=pa-...-an,medium,20,King babai sinabi na [Parakalan] kung bina ing kekang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0422,literary,paralan,paralan,ralan,pa+ralan,pa | ralan,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,20,at gawi Gawa tang [paralan] ban eya magwagui Pakisiran,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
