entry_id,english_word,kapampangan_word,part_of_speech,semantic_note,example_english,example_kapampangan,example_split_status,eng_headword_in_example_exact,kap_headword_in_example_exact,source_name,source_url_en_kap,source_url_kap_en,dataset_role,quality_tier,validation_status
poly_659a1eab08f8,to have,atin,verb,possess,I have a book.,Atin kung libru.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_1d6f86081b5c,to hear,denggan,verb,perceive sound,I hear the rain.,Denggan ku ing ulan.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_5fd77180b087,to help,saupan,verb,assist,Please help your mother.,Saupan me ing indu mu.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_2d8d0e04efb4,to know,balu,verb,be aware of facts,I know your name.,Balu ke ing lagiu.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_99e72bdf79f9,to learn,aral,verb,acquire knowledge,Children learn at school.,Mag-aral la reng anak king eskwela.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_537390f05c12,to listen,denggan,verb,pay attention to sound,Listen to the music.,Denggan me ing musika.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_d80e0160aafc,to live,mabie,verb,be alive or reside,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_37c9ec8825ec,to look,malyari,verb,direct one's gaze,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_d699e45933e8,to love,lugud,verb,feel deep affection for,I love my family.,Luluguran ku ing pamilya ku.,overlap_split,True,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_27ea117d56a2,to make,gawa,verb,create or produce,She will make bread.,Gawa ya tinape.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_86eaa7b2ede7,to need,kailangan,verb,require,We need more rice.,Kailangan tamu ing mas dakal a nasi.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_2850ad4693d1,to open,buklat,verb,make accessible,Open the door slowly.,Buklatan me ing pasbul mayap.,overlap_split,True,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_efd7d4ec2868,to pay,bayad,verb,give money for goods,Pay the money now.,Bayad me ing salapi ngeni.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_547bb8ef8c2a,to read,basa,verb,interpret written words,She reads a new book.,Basa ya ing bayung libru.,overlap_split,False,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_4c98730cb930,to run,tagse,verb,move quickly on foot,The boy runs fast.,Matagse ing bayi.,overlap_split,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_4c05495a615f,to say,sabian,verb,speak words,Do not say that.,E mu sabian ita.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_c048cd081cf1,to see,akit,verb,perceive with the eyes,I see the moon tonight.,Akit ku ing bulan ing bengi.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_70e8f8066441,to sell,lako,verb,exchange for money,They sell fruit here.,Lako la prutas keni.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_702751d1667f,to sleep,turu,verb,rest unconsciously,The baby sleeps now.,Turu ya ing anak ngeni.,overlap_split,False,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_d84fb05728b3,to speak,salita,verb,produce spoken language,They speak Kapampangan well.,Magsalita lang Kapampangan maragul.,overlap_split,True,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
polyapi_f908e8e7baca,to sweep,abas,verb,,Please sweep the floor clean.,Malisangan la pu ing dalan.,api_example_pair,True,False,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
poly_753c63f06080,to take,dala,verb,grab and carry,Take the book home.,Dala me ing libru king bale.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_d8108306341b,to teach,mangaral,verb,give instruction,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_b28fe2968298,to tell,sabian,verb,inform someone,Tell me the story.,Sabian me ku ing istorya.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_895b2fddb319,to think,isip,verb,use the mind to reason,I think about my family.,Iisipan ku ing pamilya ku.,overlap_split,True,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_d505923f7a9d,to use,gamit,verb,employ for a purpose,Use this small knife.,Gamit me ining malating kampit.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_a14e879fd4d6,to walk,lakad,verb,move on foot,We walk to school.,Lakad kami king eskwela.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_5121609a4c8d,to want,buri,verb,desire,They want more water.,Buri da pang dakal a danum.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_804b8329b191,to work,obra,verb,perform labor,They work every day.,Obra la balang aldo.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_3309d457b592,to write,sulat,verb,form letters on a surface,I write my name.,Sulat ku ing lagiu ku.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
