id,surface,normalized,root,morph_segments,affixes,process,original_confidence,reconstruction_ok,root_in_v2_lexicon,root_in_secondary_lexicon,reconciliation_root_tier,affix_recognized,in_known_function_word_list,reconciliation_conflict,reconciliation_conflict_reason,tier
kap-morph-0378,kapasalamatan,kapasalamatan,pasalamat,ka+pasalamat+an,ka- + -an,circumfixation,medium,True,False,False,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0379,kapupusan,kapupusan,pupus,ka+pupus+an,ka- + -an,circumfixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0380,kinagli,kinagli,kagli,k+in+agli,-in-,infixation,medium,True,False,False,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0381,makatungkul,makatungkul,tungkul,maka+tungkul,maka-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0382,mapalyari,mapalyari,palyari,ma+palyari,ma-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0383,ninuman,ninuman,numan,n+in+uman,-in-,infixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0384,paimburisan,paimburisan,imburis,pa+imburis+an,pa- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0385,panugali,panugali,ugali,pan+ugali,pan-,prefixation,medium,True,False,True,strong,True,False,False,,A_strong_silver
kap-morph-0386,sikan,sikan,sik,sik+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0387,tanggapan,tanggapan,tanggap,tanggap+an,-an,suffixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0388,kalungkutan,kalungkutan,lungkut,ka+lungkut+an,ka- + -an,circumfixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0389,kandungan,kandungan,ndung,ka+ndung+an,ka- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0390,lalawan,lalawan,lawan,la~lawan,la~,reduplication,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0391,magbalik,magbalik,balik,mag+balik,mag-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0392,makasumami,makasumami,sumami,maka+sumami,maka-,prefixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0393,malating,malating,lating,ma+lating,ma-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0394,maldang,maldang,ldang,ma+ldang,ma-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0395,mamaus,mamaus,maus,ma~maus,ma~,reduplication,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0396,mangmang,mangmang,mang,mang+mang,mang-,prefixation,medium,True,True,False,weak,True,False,False,,A_strong_silver
kap-morph-0397,maybug,maybug,ybug,ma+ybug,ma-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0398,palalu,palalu,lalu,pa+lalu,pa-,prefixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0399,palang,palang,lang,pa+lang,pa-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0400,pansin,pansin,nsin,pa+nsin,pa-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0401,payapa,payapa,yapa,pa+yapa,pa-,prefixation,medium,True,False,False,weak,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0402,pengari,pengari,ngari,pe+ngari,pe-,prefixation,medium,True,False,False,weak,False,False,False,,C_weak_needs_review
kap-morph-0403,sinumpa,sinumpa,sumpa,s+in+umpa,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0404,taguimpan,taguimpan,taguimp,taguimp+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0405,ubingan,ubingan,ubing,ubing+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0406,kabyasnan,kabyasnan,byasn,ka+byasn+an,ka- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0407,kakalinguan,kakalinguan,kalingu,ka+kalingu+an,ka- + -an,circumfixation,medium,True,False,False,none,True,False,True,"existing v2/v4 analysis already accepts root 'kalinguan' (segments 'ka + kalinguan') for this exact surface, not 'kalingu'",F_conflicts_with_reconciliation_evidence
kap-morph-0408,linian,linian,lian,l+in+ian,-in-,infixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0409,mababa,mababa,baba,ma+baba,ma-,prefixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0410,makibat,makibat,kibat,ma+kibat,ma-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0411,mangarawak,mangarawak,arawak,mang+arawak,mang-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0412,mangatas,mangatas,atas,mang+atas,mang-,prefixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0413,marinat,marinat,rinat,ma+rinat,ma-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0414,masakit,masakit,sakit,ma+sakit,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0415,masalese,masalese,salese,ma+salese,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0416,masant,masant,sant,ma+sant,ma-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0417,maslag,maslag,slag,ma+slag,ma-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0418,pagkalub,pagkalub,gkalub,pa+gkalub,pa-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0419,pagsalbat,pagsalbat,gsalbat,pa+gsalbat,pa-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0420,pakamalan,pakamalan,kamal,pa+kamal+an,pa- + -an,circumfixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0421,parakalan,parakalan,rakal,pa+rakal+an,pa- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0422,paralan,paralan,ralan,pa+ralan,pa-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0423,pastul,pastul,stul,pa+stul,pa-,prefixation,medium,True,False,False,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0424,pilubluban,pilubluban,lublub,pi+lublub+an,pi-; -an,prefixation+suffixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0425,pinatubu,pinatubu,patubu,p+in+atubu,-in-,infixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0426,pitu,pitu,pitu,pitu,,function_word,high,True,True,False,strong,,False,False,,B_moderate_silver
kap-morph-0427,sukulan,sukulan,sukul,sukul+an,-an,suffixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0428,tatalakad,tatalakad,talakad,ta~talakad,ta~,reduplication,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0429,tinuknang,tinuknang,tuknang,t+in+uknang,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0430,adwan,adwan,adw,adw+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0431,bustan,bustan,bust,bust+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0432,canian,canian,cani,cani+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0433,gagapang,gagapang,gapang,ga~gapang,ga~,reduplication,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0434,kaban,kaban,kab,kab+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0435,kapamisanan,kapamisanan,pamis,ka+pampamis+an,ka- + -an; -an,circumfixation+suffixation,medium,False,False,False,none,True,False,False,,D_reject_structural_failure
kap-morph-0436,kayubuan,kayubuan,yubu,ka+yubu+an,ka- + -an,circumfixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0437,malutu,malutu,lutu,ma+lutu,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0438,manalo,manalo,nalo,ma+nalo,ma-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0439,mangalati,mangalati,alati,mang+alati,mang-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0440,mapaling,mapaling,paling,ma+paling,ma-,prefixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0441,matatag,matatag,tatag,ma+tatag,ma-,prefixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0442,mayumu,mayumu,yumu,ma+yumu,ma-,prefixation,medium,True,False,True,strong,True,False,True,"existing v2/v4 analysis already accepts root 'Mayu' (segments 'Mayu + mu') for this exact surface, not 'yumu'",F_conflicts_with_reconciliation_evidence
kap-morph-0443,pamikapali,pamikapali,kapali,pami+kapali,pami-,prefixation,medium,True,False,False,weak,False,False,False,,C_weak_needs_review
kap-morph-0444,parati,parati,rati,pa+rati,pa-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0445,retang,retang,retang,retang,,function_word,high,True,False,False,weak,,False,False,,B_moderate_silver
kap-morph-0446,samban,samban,samb,samb+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0447,sasabyan,sasabyan,saby,sa~saby+an,sa~; -an,reduplication+suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0448,sasamban,sasamban,samb,sa~samb+an,sa~; -an,reduplication+suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0449,sinag,sinag,sag,s+in+ag,-in-,infixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0450,tumakas,tumakas,takas,t+um+akas,-um-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0451,aguman,aguman,agum,agum+an,-an,suffixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0452,apalsintan,apalsintan,apalsint,apalsint+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0453,dinuku,dinuku,duku,d+in+uku,-in-,infixation,medium,True,False,False,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0454,ipagamuamu,ipagamuamu,gamuamu,ipa+gamuamu,ipa-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0455,kalaraman,kalaraman,laram,ka+laram+an,ka- + -an,circumfixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0456,kapalaran,kapalaran,palar,ka+palar+an,ka- + -an,circumfixation,medium,True,False,False,weak,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0457,kapanayan,kapanayan,panay,ka+panay+an,ka- + -an,circumfixation,medium,True,False,False,strong,True,False,False,,A_strong_silver
kap-morph-0458,karalumduman,karalumduman,ralumdum,ka+ralumdum+an,ka- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0459,karampatan,karampatan,rampat,ka+rampat+an,ka- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0460,lalawe,lalawe,lawe,la~lawe,la~,reduplication,medium,True,False,True,strong,True,False,False,,A_strong_silver
kap-morph-0461,lulugud,lulugud,lugud,lu~lugud,lu~,reduplication,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0462,makimut,makimut,kimut,ma+kimut,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0463,makudta,makudta,kudta,ma+kudta,ma-,prefixation,medium,True,False,True,weak,True,False,False,,B_moderate_silver
kap-morph-0464,malale,malale,lale,ma+lale,ma-,prefixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0465,manenaya,manenaya,enaya,man+enaya,man-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0466,matalik,matalik,talik,ma+talik,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0467,miglalang,miglalang,lalang,mig+lalang,mig-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0468,minuli,minuli,muli,m+in+uli,-in-,infixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0469,pamakipamuk,pamakipamuk,ipamuk,pamak+ipamuk,pamak-,prefixation,medium,True,False,False,none,False,False,False,,C_weak_needs_review
kap-morph-0470,pampanga,pampanga,panga,pam+panga,pam-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0471,panamdaman,panamdaman,namdam,pa+namdam+an,pa- + -an,circumfixation,medium,True,False,False,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0472,pangamate,pangamate,mate,panga+mate,panga-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0473,pantas,pantas,ntas,pa+ntas,pa-,prefixation,medium,True,False,False,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0474,pengan,pengan,ngan,pe+ngan,pe-,prefixation,medium,True,True,False,strong,False,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0475,pikakasaman,pikakasaman,kakasam,pi+kakasam+an,pi-; -an,prefixation+suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0476,siran,siran,sir,sir+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0477,tinabi,tinabi,tabi,t+in+abi,-in-,infixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0478,tutula,tutula,tula,tu~tula,tu~,reduplication,medium,True,False,True,strong,True,False,True,"existing v2/v4 analysis already accepts root 'Tutu' (segments 'Tutu + la') for this exact surface, not 'tula'",F_conflicts_with_reconciliation_evidence
kap-morph-0479,dinukit,dinukit,dukit,d+in+ukit,-in-,infixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0480,gagalo,gagalo,galo,ga~galo,ga~,reduplication,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0481,ipasiag,ipasiag,siag,ipa+siag,ipa-,prefixation,medium,True,False,False,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0482,kaligayan,kaligayan,ligay,ka+ligay+an,ka- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0483,kapanamdaman,kapanamdaman,panamdam,ka+panamdam+an,ka- + -an,circumfixation,medium,True,False,False,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0484,katipunan,katipunan,tipun,ka+tipun+an,ka- + -an,circumfixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0485,kayatinan,kayatinan,yatin,ka+yatin+an,ka- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0486,kukuldas,kukuldas,kuldas,ku~kuldas,ku~,reduplication,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0487,linabas,linabas,labas,l+in+abas,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0488,linakad,linakad,lakad,l+in+akad,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0489,linukluk,linukluk,lukluk,l+in+ukluk,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0490,mangalambut,mangalambut,alambut,mang+alambut,mang-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0491,maniaman,maniaman,iaman,man+iaman,man-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0492,mantabe,mantabe,tabe,man+tabe,man-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0493,mengari,mengari,gari,men+gari,men-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0494,minic,minic,mic,m+in+ic,-in-,infixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0495,minukiat,minukiat,mukiat,m+in+ukiat,-in-,infixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0496,mitakutan,mitakutan,mitakut,mitakut+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0497,pagnasan,pagnasan,gnas,pa+gnas+an,pa- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0498,pekibatan,pekibatan,kibat,pe+kibat+an,pe-; -an,prefixation+suffixation,medium,True,False,False,none,False,False,False,,C_weak_needs_review
kap-morph-0499,tikpan,tikpan,tikp,tikp+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0500,tinipa,tinipa,tipa,t+in+ipa,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0501,tipunan,tipunan,tipun,tipun+an,-an,suffixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0502,capitan,capitan,capit,capit+an,-an,suffixation,medium,True,False,False,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0503,kapagnasan,kapagnasan,pagnas,ka+pagnas+an,ka- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0504,kasangkapan,kasangkapan,sangkap,ka+sangkap+an,ka- + -an,circumfixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0505,kekaban,kekaban,kekab,kekab+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0506,kelinguan,kelinguan,kelingu,kelingu+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0507,lingap,lingap,lgap,l+in+gap,-in-,infixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0508,malipul,malipul,lipul,ma+lipul,ma-,prefixation,medium,True,False,True,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0509,malunus,malunus,lunus,ma+lunus,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0510,mangga,mangga,ngga,ma+ngga,ma-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0511,marapat,marapat,rapat,ma+rapat,ma-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0512,masias,masias,sias,ma+sias,ma-,prefixation,medium,True,False,False,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0513,mekamate,mekamate,mate,meka+mate,meka-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0514,mingat,mingat,mgat,m+in+gat,-in-,infixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0515,nanuman,nanuman,nanum,nanum+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0516,naya,naya,naya,naya,,clitic_or_function,high,True,False,True,strong,,False,False,,B_moderate_silver
kap-morph-0517,patingapun,patingapun,tingapun,pa+tingapun,pa-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0518,pepakilala,pepakilala,pakilala,pe+pakilala,pe-,prefixation,medium,True,False,False,weak,False,False,False,,C_weak_needs_review
kap-morph-0519,pibatan,pibatan,batan,pi+batan,pi-,prefixation,medium,True,False,False,weak,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0520,pilan,pilan,pil,pil+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0521,rugu,rugu,rugu,rugu,,function_word,high,True,False,False,strong,,False,False,,B_moderate_silver
kap-morph-0522,sibukan,sibukan,sibuk,sibuk+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0523,siniping,siniping,siping,s+in+iping,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0524,tatas,tatas,tas,ta~tas,ta~,reduplication,medium,True,True,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0525,adwa,adwa,adwa,adwa,,function_word,high,True,False,True,strong,,False,False,,B_moderate_silver
kap-morph-0526,bamban,bamban,bamb,bamb+an,-an,suffixation,medium,True,False,False,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0527,bayaran,bayaran,bayar,bayar+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0528,gagalgal,gagalgal,galgal,ga~galgal,ga~,reduplication,medium,True,True,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0529,inatulan,inatulan,natul,i+natul+an,i-; -an,prefixation+suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0530,kabilugan,kabilugan,bilug,ka+bilug+an,ka- + -an,circumfixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0531,kalaganapan,kalaganapan,laganap,ka+laganap+an,ka- + -an,circumfixation,medium,True,False,True,weak,True,False,False,,B_moderate_silver
kap-morph-0532,kapagalan,kapagalan,pagal,ka+pagal+an,ka- + -an,circumfixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0533,kapainawan,kapainawan,painaw,ka+painaw+an,ka- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0534,kealan,kealan,keal,keal+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0535,kimutan,kimutan,kimut,kimut+an,-an,suffixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0536,linipul,linipul,lipul,l+in+ipul,-in-,infixation,medium,True,False,True,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0537,magbili,magbili,bili,mag+bili,mag-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0538,makasulat,makasulat,sulat,maka+sulat,maka-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0539,makibalu,makibalu,kibalu,ma+kibalu,ma-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0540,makule,makule,kule,ma+kule,ma-,prefixation,medium,True,False,False,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0541,malambut,malambut,lambut,ma+lambut,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0542,malungkut,malungkut,lungkut,ma+lungkut,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0543,manganak,manganak,anak,mang+anak,mang-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0544,marangal,marangal,rangal,ma+rangal,ma-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0545,masipag,masipag,sipag,ma+sipag,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0546,matuling,matuling,tuling,ma+tuling,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0547,menalig,menalig,alig,men+alig,men-,prefixation,medium,True,False,True,none,True,False,False,,B_moderate_silver
kap-morph-0548,menatili,menatili,atili,men+atili,men-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0549,mipanuanan,mipanuanan,mipanuan,mipanuan+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0550,pagumasdan,pagumasdan,gumasd,pa+gumasd+an,pa- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0551,pakakak,pakakak,kakak,pa+kakak,pa-,prefixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0552,pakibat,pakibat,kibat,pa+kibat,pa-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0553,paldas,paldas,ldas,pa+ldas,pa-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0554,pamalsinta,pamalsinta,lsinta,pama+lsinta,pama-,prefixation,medium,True,False,False,none,False,False,False,,C_weak_needs_review
