id,batch,kapampangan,filipino,correct,comment
Genesis 26:12,"6 - religious (Bible sample; check the pair aligns, not a full review)","At i Isaac sinalbag ya king gabun a ita, at minupul ya king banuang ita tiadinalan balang metung: at pepanuanan neng GUINU.","At naghasik si Isaac sa lupaing yaon, at umani siya nang taong yaon ng tigsasandaan: at pinagpala siya ng PANGINOON.",,
Genesis 36:22,"6 - religious (Bible sample; check the pair aligns, not a full review)",At ding anak nang Lotan ila i Hori at i Heman; at ing kapatad nang babaing Lotan ya pin i Timna.,At ang mga anak ni Lotan ay sina Hori at Heman; at ang kapatid na babae ni Lotan ay si Timna.,,
Deuteronomy 16:20,"6 - religious (Bible sample; check the pair aligns, not a full review)","Tukian mu ing lubus a matulid, bakang mie, at manan mu ing labuad a babie na kekang GUINU a kekang Dios.","Ang lubos na matuwid ang iyong susundin, upang ikaw ay mabuhay, at manahin mo ang lupaing ibinibigay sa iyo ng PANGINOON mong Diyos.",,
Genesis 24:26,"6 - religious (Bible sample; check the pair aligns, not a full review)","At ing lalaki diku ne ing buntuk na, at sinamba ya kang GUINU.","At iniyukod ng lalaki ang kanyang ulo, at sumamba sa PANGINOON.",,
Judges 4:12,"6 - religious (Bible sample; check the pair aligns, not a full review)",At pepabalu ra kang Sisera king i Barac a anak nang Abinoam sinampa ya king bunduk ning Tabor.,At ipinaalam nila kay Sisera na si Barac na anak ni Abinoam ay umahon sa bundok ng Tabor.,,
Genesis 38:12,"6 - religious (Bible sample; check the pair aligns, not a full review)","At dinalan ing makabang aldo, mete ya ing anak nang Sua, a asawa nang Juda; at mipatulan ya i Juda, at minta ya karing manurud tupa Timnas, ya at ing keang kaluguran a i Hira a Adulamita.","At lumipas ang maraming araw, at namatay ang anak ni Sua, na asawa ni Juda; at naaliw si Juda, at naparoon siya sa mga manggugupit ng tupa sa Timnas, siya at ang kanyang kaibigang si Hira na Adulamita.",,
Genesis 5:32,"6 - religious (Bible sample; check the pair aligns, not a full review)","At i Noe atin yang limang dalan a banua tua: ayanak ne i Sem, i Cam, at i Jafet.","At si Noe ay may limang daang taong gulang: naging anak niya si Sem, si Cam, at si Jafet.",,
Deuteronomy 22:20,"6 - religious (Bible sample; check the pair aligns, not a full review)","Dapot nung ing bague a iti katutuan, a ding tanda na ning panga virgen e la meyakit king dalaga;","Ngunit kung ang bagay na ito ay totoo, na ang mga tanda ng pagkabirhen ay hindi nasumpungan sa dalaga;",,
Genesis 45:4,"6 - religious (Bible sample; check the pair aligns, not a full review)","At sinabi nang Jose karing keang kapatad, Lumapit kayu kanaku, pagamuamu ku kekayu. At linapit la. At sinabi na, Aku i Jose a kekong kapatad, a kekong pisali king Egipto.","At sinabi ni Jose sa kanyang mga kapatid, Lumapit kayo sa akin, ipinamamanhik ko sa inyo. At sila'y lumapit. At sinabi niya, Ako si Jose na inyong kapatid, na inyong ipinagbili sa Egipto.",,
Genesis 29:19,"6 - religious (Bible sample; check the pair aligns, not a full review)","At i Laban sinabi na, Mayap ing ibie ke keka, king kanitang ibie ke king aliwang lalaki: manuknangan ka kanaku.","At sinabi ni Laban, Mabuting ibigay ko siya sa iyo, kaysa ibigay ko siya sa ibang lalaki: manirahan kang kasama ko.",,
Genesis 30:28,"6 - religious (Bible sample; check the pair aligns, not a full review)","At sinabi na, Sabian mu kanaku ing kekang upa, at ibie ku keka.","At sinabi niya, Sabihin mo sa akin ang iyong kaupahan, at ibibigay ko sa iyo.",,
Genesis 18:11,"6 - religious (Bible sample; check the pair aligns, not a full review)","Ngeni i Abraham at i Sara matua na la, at lipas no king panaun; at tinuknang na kang Sara ing kaugalian da ding babai.","Ngayon si Abraham at si Sara ay matatanda na, at lipas na sa panahon; at tumigil na kay Sara ang kaugalian ng mga babae.",,
Deuteronomy 12:7,"6 - religious (Bible sample; check the pair aligns, not a full review)","At karing ko mangan king arapan nang GUINUNG kekong Dios, at tumula kayu king sablang atalan da ding kekong gamat, ikayu at ding kekong katubale, a nung nu nako panuanan GUINU a kekong Dios.","At doon kayo kakain sa harapan ng PANGINOON ninyong Diyos, at kayo'y magagalak sa lahat ng abutin ng inyong kamay, kayo at ang inyong mga sambahayan, na doo'y pinagpala kayo ng PANGINOON ninyong Diyos.",,
Genesis 48:18,"6 - religious (Bible sample; check the pair aligns, not a full review)","At sinabi nang Jose kang ibpa na, E makanian, ibpa ku, uling ini ing pangane; itumpak me ing kekang wanan a gamat king keang buntuk.","At sinabi ni Jose sa kanyang ama, Huwag gayon, ama ko, sapagkat ito ang panganay; ipatong mo ang iyong kanang kamay sa kanyang ulo.",,
Deuteronomy 32:10,"6 - religious (Bible sample; check the pair aligns, not a full review)","Kea yang ikit king metung a kailangan a labuad, At king kalungkutan na ning metung a mamius a ilang; Bekuran ne king makapatulug, kea yang iningat, kea yang iningat a anti mong telatau ning keang mata.","Kanyang nasumpungan siya sa isang ilang na lupain, At sa kapanglawan ng isang umuungal na ilang; Kanyang kinubkob siya sa palibot, kanyang iningatan siya, kanyang iningatan siya na parang balintataw ng kanyang mata.",,
Deuteronomy 12:27,"6 - religious (Bible sample; check the pair aligns, not a full review)","At yain yula ding kekong ain a durukulan, ing laman at ing daya, king babo na ning altar nang GUINUNG kekong Dios; at ing daya ra ding kekong daun ibulus yu king babo na ning altar nang GUINU a kekong Dios; at kanan yu ing laman.","At iyong ihahandog ang iyong mga handog na susunugin, ang laman at ang dugo, sa ibabaw ng altar ng PANGINOON mong Diyos; at ang dugo ng iyong mga hain ay ibubuhos sa ibabaw ng altar ng PANGINOON mong Diyos; at iyong kakainin ang laman.",,
Deuteronomy 23:12,"6 - religious (Bible sample; check the pair aligns, not a full review)","Ika mika atin ka namang metung a karinan king lual ning parang, a kekang pilualan:","Magkakaroon ka rin ng isang dako sa labas ng kampamento, na iyong lalabasan:",,
Genesis 22:4,"6 - religious (Bible sample; check the pair aligns, not a full review)","King katlung aldo tinas nong Abraham ding mata na, at ikit na ing karinan king marayu.","Nang ikatlong araw ay itiningin ni Abraham ang kanyang mga mata, at natanaw niya ang dako sa malayo.",,
Deuteronomy 24:16,"6 - religious (Bible sample; check the pair aligns, not a full review)","E la patayan ding ibpa king uli ra ding anak na, ni patayan man ding anak king uli ra ding mangatua ra: ing balang katau patayan ya king uli na ning kasalanan nang sarili.","Hindi papatayin ang mga ama dahil sa kanilang mga anak, ni papatayin man ang mga anak dahil sa kanilang mga magulang: ang bawat tao ay papatayin dahil sa kanyang sariling kasalanan.",,
Deuteronomy 28:6,"6 - religious (Bible sample; check the pair aligns, not a full review)","Maguing nuan ka ngening lungub ka, at maguing nuan ka ngening lual ka.","Magiging pinagpala ka pagka ikaw ay pumapasok, at magiging pinagpala ka pagka ikaw ay lumalabas.",,
Genesis 45:26,"6 - religious (Bible sample; check the pair aligns, not a full review)","At selita ra kea, ngara, I Jose mabie ya pa, at pun ya king mabilug a labuad ning Egipto. At ing keang pusu mengalambut ya, uling e no paniwalan.","At isinaysay nila sa kanya, na sinasabi, Si Jose ay buhay pa, at siya ang puno sa buong lupain ng Egipto. At ang kanyang puso ay nanlambot, sapagkat hindi siya naniwala sa kanila.",,
Deuteronomy 16:18,"6 - religious (Bible sample; check the pair aligns, not a full review)","Malal ka keka ukum at pekapun kilub ding anggang pasbulan mu, a babie na kekang GUINU a kekang Dios, agpang karing kekang dai; at atulan da ing balayan king matulid a pamanatul.","Maglalagay ka para sa iyo ng mga hukom at mga puno sa loob ng lahat ng iyong pintuang-daan, na ibinibigay sa iyo ng PANGINOON mong Diyos, ayon sa iyong mga lipi; at kanilang hahatulan ang bayan ng matuwid na paghatol.",,
Genesis 23:9,"6 - religious (Bible sample; check the pair aligns, not a full review)","Baneng ibie kanaku ing lukib na ning Macpela, a pibandian na, a atiu king angganan na ning keang marangle; king ganap a alaga ibie ne kanaku bang maguing pibandian a pikutkutan king libutad yu.","Upang ibigay niya sa akin ang yungib ng Macpela, na kanyang pag-aari, na nasa hangganan ng kanyang parang; sa buong halaga ay ibigay niya sa akin upang maging pag-aaring libingan sa gitna ninyo.",,
Genesis 6:8,"6 - religious (Bible sample; check the pair aligns, not a full review)",Dapot i Noe menakit yang kalam karing mata nang GUINU.,Ngunit si Noe ay nakasumpong ng biyaya sa mga mata ng PANGINOON.,,
Deuteronomy 31:11,"6 - religious (Bible sample; check the pair aligns, not a full review)","Pamaniatang na ning mabilug a Israel bang pakit king arapan nang GUINU a kekong Dios king karinan a keang pilinan, keka yang basan ing kautusan a iti king arapan na ning mabilug a Israel king daramdaman da.","Pagdating ng buong Israel upang humarap sa PANGINOON ninyong Diyos sa dakong kanyang pipiliin, ay iyong babasahin ang kautusang ito sa harapan ng buong Israel sa kanilang pakinig.",,
Deuteronomy 28:45,"6 - religious (Bible sample; check the pair aligns, not a full review)","At ding anggang sumpang deti dumpa la keka, at tagalan daka, at dasnan daka, angga king masintang ka; uling e mu pekiramdaman ing siwala nang GUINU a kekang Dios, bang tuparan mo ding utus na at ding tuntunan na a inutus na keka:","At ang lahat ng sumpang ito ay darating sa iyo, at hahabulin ka, at aabutan ka, hanggang sa ikaw ay malipol; sapagkat hindi mo dininig ang tinig ng PANGINOON mong Diyos, upang tuparin ang kanyang mga utos at ang kanyang mga tuntunin na kanyang iniutos sa iyo:",,
Judges 5:21,"6 - religious (Bible sample; check the pair aligns, not a full review)","Ing ilug ning Kison pelisan nala, Ing matuang ilug a ita, ing ilug ning Kison. Oh kaladua ku, isulung mung lakad kambe ning sikanan.","Tinangay sila ng ilog ng Kison, Ang matandang ilog na yaon, ang ilog ng Kison. O kaluluwa ko, humayo kang may kalakasan.",,
Deuteronomy 19:16,"6 - religious (Bible sample; check the pair aligns, not a full review)","Nung ing metung a malaram a saksi talakad yang salang king kaninumang tau bayang magsaksi salang kea king metung a marawak a dapat,","Kung ang isang saksing sinungaling ay tumindig laban sa sinumang tao upang sumaksi laban sa kanya ng isang masamang gawa,",,
Genesis 35:24,"6 - religious (Bible sample; check the pair aligns, not a full review)",Ding anak nang Raquel: i Jose at i Benjamin;,Ang mga anak ni Raquel: si Jose at si Benjamin;,,
Deuteronomy 27:8,"6 - religious (Bible sample; check the pair aligns, not a full review)",At kekong isulat a masala karing batung deta ing anggang amanu na ning kautusan a iti.,At inyong isusulat nang malinaw sa mga batong yaon ang lahat ng salita ng kautusang ito.,,
Genesis 5:4,"6 - religious (Bible sample; check the pair aligns, not a full review)",At ding meguing aldo ng Adam kaibat neng penganak i Set walu lang dalan a banua: at menganak yang lalaki at babai.,At ang mga naging araw ni Adan pagkatapos maipanganak si Set ay walong daang taon: at nagkaanak siya ng mga lalaki at mga babae.,,
Genesis 24:8,"6 - religious (Bible sample; check the pair aligns, not a full review)","At nung ing babai e ya bisang tuki keka, kanita mitimawa ka kaniting sumpa ku; bukud mu king ing anak ku e me pabalikan karin.","At kung ayaw sumama sa iyo ng babae, ay ligtas ka sa sumpang ito sa akin; huwag mo lamang ibabalik doon ang aking anak.",,
Deuteronomy 24:17,"6 - religious (Bible sample; check the pair aligns, not a full review)","E mu liliku ing matulid a mangaintulid king tau king aliwang labuad, o king ulilang tata, ni e mu mu naman kakuanan sangla ing imalan na ning babaing mebalu;","Huwag mong ililiko ang matuwid na nauukol sa taga-ibang lupain, o sa ulila, ni kukunin mo mang sangla ang damit ng babaing bao;",,
Genesis 27:32,"6 - religious (Bible sample; check the pair aligns, not a full review)","At i Isaac a ibpa na sinabi na kea, Ninu ika? At ya sinabi na, Aku ing anak mu, ing pangane mu, a i Esau.","At sinabi sa kanya ni Isaac na kanyang ama, Sino ka? At sinabi niya, Ako ang iyong anak, ang iyong panganay, si Esau.",,
Judges 20:23,"6 - religious (Bible sample; check the pair aligns, not a full review)","At sinampa la ding anak na ning Israel at kiniak la king arapan nang GUINU anggang gatpanapun; at kitang da kang GUINU ngara, Lumapit kung pasibayu bakung makilaban salang karing anak nang Benjamin a kakung kapatad? At sinabi nang GUINU, Sampa kang salang kea.","At umahon ang mga anak ni Israel at tumangis sila sa harapan ng PANGINOON hanggang sa hapon; at humingi sila ng payo sa PANGINOON, na sinasabi, Lalapit ba akong muli upang makipaglaban laban sa mga anak ni Benjamin na aking kapatid? At sinabi ng PANGINOON, Umahon ka laban sa kanya.",,
Genesis 18:13,"6 - religious (Bible sample; check the pair aligns, not a full review)","At i GUINU sinabi na kang Abraham, Baket mipakaili ya i Sara, a sinabi na, Tune kayang manganak ku, ngening ati na ku metua?","At sinabi ng PANGINOON kay Abraham, Bakit natawa si Sara, na sinasabi, Tunay kayang manganganak ako, gayong ako'y matanda na?",,
Judges 18:12,"6 - religious (Bible sample; check the pair aligns, not a full review)","At sinampa la, at menalakad la king Kiriat-jearim, king Juda: inya pin inaus da ing karinan a ita Mahane-dan angga king aldo ngeni; oini, atiu king gugulutan na ning Kiriat-jearim.","At sila'y umahon, at humantong sa Kiriat-jearim, sa Juda: kaya't tinawag nga nila ang dakong yaon na Mahane-dan hanggang sa araw na ito; narito, ito'y nasa likuran ng Kiriat-jearim.",,
Deuteronomy 25:4,"6 - religious (Bible sample; check the pair aligns, not a full review)",E me dirinan busal ing vaca nung dadara yang binutil.,Huwag mong lalagyan ng busal ang baka pagka gumigiik ng butil.,,
Genesis 25:31,"6 - religious (Bible sample; check the pair aligns, not a full review)","At i Jacob sinabi na, Pisali mu pa kanaku ing kekang pangapangane.","At sinabi ni Jacob, Ipagbili mo muna sa akin ang iyong pagkapanganay.",,
Genesis 45:21,"6 - religious (Bible sample; check the pair aligns, not a full review)","At depatan dang makanian ding anak nang Israel: at i Jose dininan nong karitun, agpang king utus nang Faraon, at dininan nong apangan da king dalan.","At ginawa ngang gayon ng mga anak ni Israel: at binigyan sila ni Jose ng mga karwahe, ayon sa utos ni Faraon, at binigyan niya sila ng pagkain sa daan.",,
Genesis 50:22,"6 - religious (Bible sample; check the pair aligns, not a full review)","At i Jose menuknangan ya Egipto, ya, at ing bale na ning keang ibpa: at i Jose mebie yang dinalan at apulung banua.","At si Jose ay tumira sa Egipto, siya, at ang sambahayan ng kanyang ama: at si Jose ay nabuhay ng isang daan at sampung taon.",,
Judges 9:10,"6 - religious (Bible sample; check the pair aligns, not a full review)","At sinabi ra ding dutung king dutung a higuera, Ume ka keni, at magari ka kekami.","At sinabi ng mga punongkahoy sa puno ng igos, Pumarito ka, at maghari ka sa amin.",,
Genesis 3:22,"6 - religious (Bible sample; check the pair aligns, not a full review)","At sinabi nang GUINUNG Dios, Oini, ing tau meguing metung yang anti itamu, balu na ing mayap at ing marawak; ngeni pin, magkang iyatyat ne ing gamat na, at guntal ya king dutung na ning bie, at mangan ya, at mie yang alang angga—","At sinabi ng PANGINOONG Diyos, Narito, ang tao ay naging parang isa sa atin, na nakakikilala ng mabuti at masama; at ngayon nga, baka iunat niya ang kanyang kamay, at pumitas din sa punongkahoy ng buhay, at kumain, at mabuhay magpakailanman—",,
Genesis 5:7,"6 - religious (Bible sample; check the pair aligns, not a full review)","At mebie ya i Set kaibat neng ayanak i Enos, walung dalan at pitung banua, at menganak yang lalaki at babai.","At nabuhay si Set pagkatapos maging anak niya si Enos, ng walong daan at pitong taon, at nagkaanak siya ng mga lalaki at mga babae.",,
Judges 1:22,"6 - religious (Bible sample; check the pair aligns, not a full review)","At ing bale nang Jose, ila sinampa la naman salang king Bet-el; at minantabe ya i Guinu karela.","At ang sambahayan ni Jose, ay umahon din naman laban sa Bet-el; at ang PANGINOON ay sumasa kanila.",,
Genesis 9:24,"6 - religious (Bible sample; check the pair aligns, not a full review)","At miguising ya i Noe king lasing na king alak, at abalu na ing depatan na kea ning anak nang bungsu.","At nagising si Noe sa kanyang kalasingan sa alak, at nalaman niya ang ginawa sa kanya ng kanyang bunsong anak.",,
Deuteronomy 4:9,"6 - religious (Bible sample; check the pair aligns, not a full review)","Mingat kayu mu king kekong sarili, at ingatan ye ing kekong kaladua king lubus a pamaningat, magkang kekayu lang kalinguan ding bague a ikit yu karing kekong mata, at magkang kawani la king kekong pusu king anggang aldo na ning kekong bie; dapot pabalu yula karing kekong anak at karing anak da ding kekong anak;","Mag-ingat lamang kayo sa inyong sarili, at ingatan ninyo ang inyong kaluluwa nang buong pag-iingat, baka inyong malimutan ang mga bagay na nakita ng inyong mga mata, at baka mahiwalay sa inyong puso sa lahat ng araw ng inyong buhay; kundi ipaalam ninyo sa inyong mga anak at sa mga anak ng inyong mga anak;",,
Deuteronomy 19:8,"6 - religious (Bible sample; check the pair aligns, not a full review)","At nung paragulan na ing kekang angganan GUINUNG kekang Dios, anti mo ing simpa na karing kekang mangatua, at ibie na keka ing mabilug a labuad a pengaku nang ibie karing kekang mangatua;","At kung palalakihin ng PANGINOON mong Diyos ang iyong hangganan, gaya ng kanyang isinumpa sa iyong mga magulang, at ibigay sa iyo ang buong lupaing kanyang ipinangakong ibibigay sa iyong mga magulang;",,
Deuteronomy 7:19,"6 - religious (Bible sample; check the pair aligns, not a full review)","Ding mangaragul a subuk a ikit da ding kekang mata, at ding tanda, at ding makapagmulala, at ing masikanan a gamat, at ing masikanan a gamat, at ing makayatyat a takde, a king karelang pamamilatan linual nakang GUINUNG kekang Dios: makanian ing daptan nang GUINUNG kekang Dios karing anggang balayan a kekang katakutan.","Ang mga malalaking pagsubok na nakita ng iyong mga mata, at ang mga tanda, at ang mga kababalaghan, at ang makapangyarihang kamay, at ang nakaunat na bisig, na sa pamamagitan ng mga iyon ay inilabas ka ng PANGINOON mong Diyos: gayon ang gagawin ng PANGINOON mong Diyos sa lahat ng bayang iyong kinatatakutan.",,
Judges 15:5,"6 - religious (Bible sample; check the pair aligns, not a full review)","At inyang asulsulan na no ding mitsa, binulus nala king makatalakad a binutil da ding Filisteos, at silaban da ing pun at ing makatalakad a binutil, at makanian mu naman ding mulajan oliva.","At nang masindihan na niya ang mga sulo, ay pinawalan niya ang mga ito sa nakatayong butil ng mga Filisteo, at sinunog nila ang mga mandala at ang nakatayong butil, at gayundin ang mga taniman ng olibo.",,
Judges 17:8,"6 - religious (Bible sample; check the pair aligns, not a full review)","At ing lalaki meko ya king ciudad, king Beth-lehem-juda, bayang makipanuknangan nung nu ya manakit metung a karinan; at miras ya king karinan a bunduk-bundukan ning Efraim king bale nang Mica, king pamaglakbe na.","At umalis ang lalaki sa lungsod, sa Bethlehem-juda, upang manirahan kung saan siya makakasumpong ng isang dako; at dumating siya sa lupaing maburol ng Efraim sa bahay ni Mica, sa kanyang paglalakbay.",,
Judges 6:2,"6 - religious (Bible sample; check the pair aligns, not a full review)","At ing gamat nang Midian miniaul ya salang king Israel; at king uli nang Midian ding anak na ning Israel guinawa lang lukib a atiu karing bunduk, at karing kueba, at karing kutang matibe.","At ang kamay ni Midian ay nanaig laban sa Israel; at dahil kay Midian ay gumawa ang mga anak ni Israel ng mga taguan na nasa mga bundok, at ng mga yungib, at ng mga matitibay na kuta.",,
Genesis 6:14,"6 - religious (Bible sample; check the pair aligns, not a full review)","Gawa kang metung a daung king dutung a cipres; gawan mo ding silid king daung, at salaksakan meng galagala kilub at lual.","Gumawa ka ng isang daong na kahoy na sipres; gawan mo ng mga silid ang daong, at pahiran mo ng sahing sa loob at sa labas.",,
Genesis 43:32,"6 - religious (Bible sample; check the pair aligns, not a full review)","At minapag lang makakawani dikil kea, at dikil karing tau Egipto, a mengan a kayabe na, makabukud la: uling ding tau Egipto e la makapangan a kasulu ro ding Hebreos; uling kasumasumami iti karing tau Egipto.","At inihain nila nang bukod para sa kanya, at para sa mga taga-Egipto, na kumaing kasama niya, nang bukod: sapagkat ang mga taga-Egipto ay hindi makakain na kasalo ang mga Hebreo; sapagkat iyon ay kasuklam-suklam sa mga taga-Egipto.",,
Genesis 28:22,"6 - religious (Bible sample; check the pair aligns, not a full review)","Kanita ing batung iti, a telakad ku a peka-asias, maguing bale ne ning Dios: at king anggang ibie mu kaku ing kapulu tune ibie ku a makatungkul keka.","At ang batong ito, na aking itinayong pinakahaligi, ay magiging bahay ng Diyos: at sa lahat ng ibibigay mo sa akin ay tunay na ibibigay ko sa iyo ang ikasampung bahagi.",,
Genesis 2:18,"6 - religious (Bible sample; check the pair aligns, not a full review)","At i GUINUNG Dios sinabi na, E mayap king ing tau magsasarili ya; ilalang keng kasaup na a dikil kea.","At sinabi ng PANGINOONG Diyos, Hindi mabuti na ang tao ay mag-isa; lalangin ko siya ng isang katulong na nababagay sa kanya.",,
Judges 5:30,"6 - religious (Bible sample; check the pair aligns, not a full review)","Ela wari menakit, e ra wari pirake ing meakua? Metung a dalaga, aduang dalaga king balang metung a lalaki; Kang Sisera ing metung a meakua king kilayan a imalan, Metung a meakuang imalan a kilayan a pemutian, Karing imalan a kilayan a pemutian karing aduang katalindikingan, karing batal da ding meakua?","Hindi ba sila nakasumpong, hindi ba nila binabahagi ang samsam? Isang dalaga, dalawang dalaga sa bawat lalaki; Kay Sisera ang isang samsam ng makukulay na damit, Isang samsam ng makukulay na damit na burdado, Ng makukulay na damit na burdado sa magkabilang tagiliran, sa mga leeg ng mga bihag?",,
Genesis 5:1,"6 - religious (Bible sample; check the pair aligns, not a full review)","Iti ing libru ding dai nang Adam. King aldo a lelangan ne ning Dios ing tau, melalang ya king kalarawan na ning Dios;","Ito ang aklat ng mga lahi ni Adan. Nang araw na lalangin ng Diyos ang tao, siya'y nilalang sa larawan ng Diyos;",,
Genesis 38:27,"6 - religious (Bible sample; check the pair aligns, not a full review)","At milyari king keang pamirandam, oreni, kambal la ding atiu king keang atian.","At nangyari sa panahon ng kanyang panganganak, na narito, kambal ang nasa kanyang sinapupunan.",,
Deuteronomy 21:3,"6 - religious (Bible sample; check the pair aligns, not a full review)","At mapalyari, king ing ciudad a malapit dili king taung pete sandata, ding makatua pin king ciudad a ita, kuma lang metung a dumalagang vaca king kawan a vaca, a e pa pegobra, at e pa kinuliut maki paud;","At mangyayari, na ang lungsod na pinakamalapit sa taong pinatay, ang mga matanda nga sa lungsod na yaon, ay kukuha ng isang dumalagang baka sa kawan ng baka, na hindi pa napagagawa, at hindi pa nakahilang may pamatok;",,
Deuteronomy 34:8,"6 - religious (Bible sample; check the pair aligns, not a full review)",At kiniakan de ding anak na ning Israel i Moises karing kapatagan na ning Moab atlungpulung aldo: makanian meari ing aldo a pamanangis da king pamagpaldas kang Moises.,At tinangisan ng mga anak ni Israel si Moises sa mga kapatagan ng Moab ng tatlumpung araw: gayon natapos ang mga araw ng pagtangis sa pagluluksa kay Moises.,,
Genesis 24:32,"6 - religious (Bible sample; check the pair aligns, not a full review)","At ing lalaki mine ya king bale, at kelag no ding camello; at dininan nong are at pamangan ding camello, at danum a penuas na karing keang bitis, at karing bitis da ding taung kayabe na.","At pumaroon ang lalaki sa bahay, at inalisan ng dala ang mga kamelyo; at binigyan niya ng dayami at pagkain ang mga kamelyo, at ng tubig upang hugasan ang kanyang mga paa, at ang mga paa ng mga taong kasama niya.",,
Genesis 4:12,"6 - religious (Bible sample; check the pair aligns, not a full review)","Ngening galo ka king gabun, e na na ibie keka manibat ngeni ing keang sikanan; maguing magpalayaslayas ka at maglibutlibut king labuad.","Kapag binungkal mo ang lupa, hindi na nito ibibigay sa iyo mula ngayon ang kanyang lakas; ikaw ay magiging palaboy at gala sa lupa.",,
Genesis 38:18,"6 - religious (Bible sample; check the pair aligns, not a full review)","At sinabi na, Nanung sangla a ibie ku keka? At sinabi na, Ing kekang panatak at ing kekang babat, at ing tukud a darala mu king gamat. At binie no kea, at siniping ya kea, at kinagli ya king uli na.","At sinabi niya, Anong sangla ang ibibigay ko sa iyo? At sinabi niya, Ang iyong panatak at ang iyong panali, at ang tungkod na dala mo sa iyong kamay. At ibinigay niya sa kanya, at sumiping siya sa kanya, at naglihi siya sa pamamagitan niya.",,
Judges 8:8,"6 - religious (Bible sample; check the pair aligns, not a full review)","At menibat karin sinampa ya king Penuel, at sinabi na namang makanian karela; at ding lalaki ning Penuel pekibatan de anti mo ding lalaki ning Sucot.","At mula roon ay umahon siya sa Penuel, at nagsalita siya sa kanila ng gayunding paraan; at sinagot siya ng mga lalaki ng Penuel gaya ng sagot ng mga lalaki ng Sukot.",,
Judges 20:15,"6 - religious (Bible sample; check the pair aligns, not a full review)","At ding anak nang Benjamin mebilang la king aldo a ita karing ciudad adua lang pulu at anam a libung lalaki a tatalan talibung, makabukud pa karing manuknangan king Gibea, a mika bilang pitung dalan a piling lalaki.","At ang mga anak ni Benjamin ay nabilang sa araw na yaon mula sa mga lungsod na dalawampu't anim na libong lalaking humahawak ng tabak, bukod pa sa mga naninirahan sa Gibea, na nabilang na pitong daang piling lalaki.",,
Genesis 29:3,"6 - religious (Bible sample; check the pair aligns, not a full review)","At karin la mititipun ding anggang kawan a tupa: at tutulang de ing batung makatakap king asbuk ning talaga, at painuman dala ding tupa, at susubli reng pasibayu ing batu king asbuk ning talaga king sadia nang bili.","At doon nagtitipon ang lahat ng kawan ng tupa: at kanilang iginugulong ang batong nakatakip sa bunganga ng balon, at pinaiinom nila ang mga tupa, at ibinabalik nilang muli ang bato sa bunganga ng balon sa dati nitong kinalalagyan.",,
Genesis 4:10,"6 - religious (Bible sample; check the pair aligns, not a full review)","At ya sinabi na kea, Nanung depatan mu? Ing siwala na ning daya na ning kapatad mu daralung kanaku manibat king gabun.","At sinabi niya sa kanya, Ano ang iyong ginawa? Ang tinig ng dugo ng iyong kapatid ay dumadaing sa akin mula sa lupa.",,
Genesis 29:20,"6 - religious (Bible sample; check the pair aligns, not a full review)","Sinuyu ya i Jacob pitung banua dikil kang Raquel; at anti mong ditak mung aldo kea, uli ning sinta na kea.","At naglingkod si Jacob ng pitong taon dahil kay Raquel; at ang mga ito'y parang ilang araw lamang sa kanya, dahil sa kanyang pag-ibig sa kanya.",,
Deuteronomy 4:29,"6 - religious (Bible sample; check the pair aligns, not a full review)","Dapot manibat karin panintunan ye i GUINU a kekong Dios, at malyari yeng akit, ngening panintunan ye king kekong mabilug a pusu at mabilug a kaladua.","Ngunit mula roon ay hahanapin ninyo ang PANGINOON ninyong Diyos, at inyo siyang masusumpungan, kung inyong hahanapin siya ng inyong buong puso at buong kaluluwa.",,
Deuteronomy 7:9,"6 - religious (Bible sample; check the pair aligns, not a full review)","Talastasan mu pin king i GUINU a kekang Dios, ya ing Dios, ing tapat a Dios, a mimingat king tipan at kapakaluluan karetang lulugud kea at tutupad karing utus na angga king metung a libung dai,","Talastasin mo ngang ang PANGINOON mong Diyos, ay siyang Diyos, ang tapat na Diyos, na nag-iingat ng tipan at kaawaan sa mga umiibig sa kanya at tumutupad sa kanyang mga utos hanggang sa isang libong salinlahi,",,
Judges 4:20,"6 - religious (Bible sample; check the pair aligns, not a full review)","At sinabi na kea, Talakad ka king pasbul ning kubu, at malyari, nung ating ninumang taung datang at ikutang na keka, at ngana, Ating ninumang tau kete? king sabian mu mu kea, Ala.","At sinabi niya sa kanya, Tumayo ka sa pintuan ng tolda, at mangyayari, na kung may sinumang taong dumating at tanungin ka, na sabihing, May tao ba rito? ay sasabihin mo lamang sa kanya, Wala.",,
Genesis 50:10,"6 - religious (Bible sample; check the pair aligns, not a full review)","At dinatang la king pidadaran nang Atad, a atiu pa nangan na karin ning Jordan, at karin la menagulele masikan at kapaitpaitan a tagulele: at guinawa yang pamagpaldas king keang ibpa pitung aldo.","At dumating sila sa giikan ni Atad, na nasa dako pa roon ng Jordan, at doon sila tumangis ng malakas at kapaitpaitang panaghoy: at gumawa siya ng pagluluksa sa kanyang ama ng pitong araw.",,
Deuteronomy 4:49,"6 - religious (Bible sample; check the pair aligns, not a full review)","At ing mabilug a Araba king lipat ning Jordan nangan aslagan, angga pin king dayatmalat na ning Araba, king lalam da ding baidbid ning Pisga.","At ang buong Araba sa dako pa roon ng Jordan sa dakong silangan, hanggang sa dagat ng Araba, sa ibaba ng mga gulod ng Pisga.",,
