item_num,pam_text,fil_text,n_tokens,n_attested,pct_attested,unattested_tokens
341,Atin bang makakilala king lalaking menkutan ng direksyon kanian?,May nakakilala ba sa lalaking nagtanong ng direksyon kanina?,9,8,88.9,menkutan
342,"Kabang magaral ya i Ana, makiramdam yang musikang pampatulo ng antok.","Habang nag-aaral si Ana, nakikinig siya ng musikang pampatulo ng antok.",11,9,81.8,"pampatulo, antok"
343,E pa nareresolba ing problema king danum king kekaming subdivision.,Hindi pa nareresolba ang problema sa tubig sa aming subdivision.,10,9,90.0,nareresolba
344,Ipinasundo ni Tata ing kekaming bisita gagamit ing bayung sasakyan.,Ipinasundo ni Tatay ang aming bisita gamit ang bagong sasakyan.,10,8,80.0,"ipinasundo, sasakyan"
345,Obakit ali mu bisang magpacheck-up king doktor agyang masakit ing buntuk mu?,Bakit ayaw mong magpacheck-up sa doktor kahit masakit ang iyong ulo?,12,11,91.7,magpacheck-up
346,"Nung e ka mangan abak, mahilo ka king kalagitnaan ning klase.","Kung hindi ka kakain ng agahan, mahihilo ka sa kalagitnaan ng klase.",11,9,81.8,"mahilo, kalagitnaan"
347,Ing sapatos a gagamitan ku king pagtakbo sira-sira ne.,Ang sapatos na ginagamit ko sa pagtakbo ay sirang-sira na.,9,6,66.7,"sapatos, pagtakbo, sira-sira"
348,Ali mu bubuksan ing aircon nung makabukas ya pa ing awang.,Huwag mong buksan ang aircon kung nakabukas pa ang bintana.,11,8,72.7,"bubuksan, aircon, makabukas"
349,"Bayu sumakai king eroplano, kailangang ipakit ing boarding pass at ID.","Bago sumakay ng eroplano, kailangang ipakita ang boarding pass at ID.",11,9,81.8,"sumakai, eroplano"
350,E ku na uulit king kakanan a yan uling mabagal ing serbisyo.,Hindi na ako uulit sa kainang iyon dahil mabagal ang serbisyo.,12,11,91.7,uulit
351,Ila ring nag-ayos ning nasirang bubong ning kekaming bale ketang metung a bulan.,Sila ang nag-ayos ng nasirang bubong ng aming bahay noong isang buwan.,13,11,84.6,"nag-ayos, nasirang"
352,Dakal a estudyante ing dumalo king seminar agyang mauran ing abak.,Maraming estudyante ang dumalo sa seminar kahit maulan ang umaga.,11,11,100.0,
353,Alang pwedeng lumub king gusali potang lagpas na ng alas nuwebe.,Walang pwedeng pumasok sa gusali kapag lagpas na ng alas nuwebe.,11,9,81.8,"lumub, nuwebe"
354,Bisa kung ipaalam keka a natanggap mi na ing keka mong aplikasyon.,Nais kong ipaalam sa iyo na natanggap na namin ang iyong aplikasyon.,12,9,75.0,"ipaalam, natanggap, aplikasyon"
355,Obakit e mu tinuki ing panuto a nakasulat king kahon?,Bakit hindi mo sinunod ang panuto na nakasulat sa kahon?,10,9,90.0,nakasulat
356,"Kabang maglakad king parke, mekit kaming magandang ibon king punu.","Habang naglalakad sa parke, nakakita kami ng magandang ibon sa puno.",10,9,90.0,mekit
357,"Nung e uling king tulong mu, e ku atayari ing proyektong ini.","Kung hindi dahil sa tulong mo, hindi ko matatapos ang proyektong ito.",12,10,83.3,"atayari, proyektong"
358,Ing lalaking magmaneho ng kule pulang kotse ya ing kekaming kapitbahay.,Ang lalaking nagmamaneho ng kulay pulang kotse ay ang aming kapitbahay.,11,9,81.8,"magmaneho, kapitbahay"
359,Ali mu lalewan ing laptop a nakasaksak king kuryente ng buong bengi.,Huwag mong iiwan ang laptop na nakasaksak sa kuryente nang buong gabi.,12,10,83.3,"lalewan, nakasaksak"
360,E ku bisang makipag-away inya megnahimik ku mu.,Hindi ko nais na makipag-away kaya nanahimik na lamang ako.,8,6,75.0,"makipag-away, megnahimik"
361,Atin makatagung susi king lalam ning paso para king emergency.,May nakatagong susi sa ilalim ng paso para sa emergency.,10,9,90.0,makatagung
362,"Bayu mayari ing bulan, kailangan tamung magbayad ng renta king bale.","Bago matapos ang buwan, kailangan nating magbayad ng renta sa bahay.",11,10,90.9,magbayad
363,Ninu ing kinalap ning librung inabili ku king babaw ning cabinet?,Sino ang kumuha ng librong inilagay ko sa ibabaw ng cabinet?,11,8,72.7,"kinalap, inabili, babaw"
364,E pa la ba mengan ring bisita a dinatang kanian tanghali?,Hindi pa ba kumakain ang mga bisita na dumating kaninang tanghali?,11,10,90.9,tanghali
365,"Kaibat nang megaral king kolehiyo, megnintun yang agad obra king Maynila.","Pagkatapos niyang mag-aral sa kolehiyo, naghanap agad siya ng trabaho sa Maynila.",11,10,90.9,megnintun
366,"Bagaman maikli ing panahon ning paghahanda, meging matagumpay ing programa.","Bagaman maikli ang panahon ng paghahanda, naging matagumpay ang programa.",10,6,60.0,"bagaman, maikli, paghahanda, matagumpay"
367,Mas bisa yang magbasa libro kaysa manalon telebisyon potang bengi.,Mas gusto niyang magbasa ng libro kaysa manood ng telebisyon sa gabi.,10,9,90.0,manalon
368,Alang ninuman king kekaming pamilya ing makabalu king kekang bayung address.,Walang sinuman sa aming pamilya ang nakakaalam ng kanyang bagong address.,11,11,100.0,
369,Ali mu gagamitan ing sasakyan kabang ala pa pahintulot ni Tata.,Huwag mong gagamitin ang sasakyan habang wala pang pahintulot ni Tatay.,11,9,81.8,"sasakyan, pahintulot"
370,Baka maantala ing biyahe ning bus uling king kumpuni king tulay.,Baka maantala ang biyahe ng bus dahil sa maayos na kumpuni sa tulay.,11,10,90.9,kumpuni
371,Ing kakanan a inorder tamu king app paparatang ne king bale.,Ang pagkain na inorder natin sa app ay paparatang na sa bahay.,11,11,100.0,
372,E ku akit ing salamin ku inya e ku makapagbasa nang mayap.,Hindi ko makita ang salamin ko kaya hindi ako makapagbasa nang maayos.,12,11,91.7,makapagbasa
373,"Kabang maglinis kusina i Maria, magpakain ya namang pusa i Juan.","Habang naglilinis ng kusina si Maria, nagpapakain naman ng pusa si Juan.",11,10,90.9,magpakain
374,"Nung atin ka pang kailangan king palengke, sabyan mu na ba ku asali.","Kung may kailangan ka pa sa palengke, sabihin mo na para mabili ko na.",13,13,100.0,
375,Obakit e mu ginamit ing bayung payung a sinali ning keka mong ima?,Bakit hindi mo ginamit ang bagong payong na binili ng iyong ina?,13,13,100.0,
376,Ipinatago ni Apu ring lumang litrato king kilub ning cabinet.,Ipinatago ni Lola ang mga lumang litrato sa loob ng cabinet.,10,9,90.0,ipinatago
377,Alang makabalu nung kapilan magsimula ing bayung klase king kolehiyo.,Walang nakakaalam kung kailan magsisimula ang bagong klase sa kolehiyo.,10,10,100.0,
378,Ali mu tatalanan ing pasbul kabang nakapinta ya pa.,Huwag mong hahawakan ang pintuan habang nakapinta pa ito.,9,8,88.9,nakapinta
379,"Bayu sumikat ing aldo, megingsing la na ring magsasaka king bukid.","Bago sumikat ang araw, nakagising na ang mga magsasaka sa bukid.",11,9,81.8,"sumikat, megingsing"
380,E pa naihahanda ring gamit para king out-of-town meeting bukas.,Hindi pa naihahanda ang mga gamit para sa out-of-town meeting bukas.,10,8,80.0,"naihahanda, out-of-town"
381,Ninu-ninu ring kayabe mung munta king mall ngening bengi?,Sinu-sino ang mga kasama mong pupunta sa mall ngayong gabi?,9,9,100.0,
382,"Bagaman dumaan kami king masikan a trapik, nakatanggap kami pa rin king oras.","Bagaman mahirap ang dumaan sa trapik, nakarating pa rin kami sa oras.",13,10,76.9,"bagaman, dumaan, nakatanggap"
383,Kailangan tamung magtipid ng kuryente ba e lumaki ing kekatamung bill.,Kailangan nating magtipid ng kuryente upang hindi lumaki ang ating bill.,11,10,90.9,lumaki
384,Ing imalan a gewa ning tailor kasya-kasya ya kanaku.,Ang damit na ginawa ng tailor ay kasyang-kasya sa akin.,9,7,77.8,"tailor, kasya-kasya"
385,Mas mabilis magluto gagamit air fryer kaysa king ordinaryong kalan.,Mas mabilis magluto gamit ang air fryer kaysa sa ordinaryong kalan.,10,8,80.0,"magluto, ordinaryong"
386,E ku atandanan nung nukarin ke lewan ing wallet ku kanian abak.,Hindi ko maalala kung saan ko naiwan ang aking wallet kaninang umaga.,12,11,91.7,lewan
387,"Kabang maghintay reseta, megbasa ku pa ng magazine king clinic.","Habang naghihintay ng reseta, nagbasa muna ako ng magazine sa clinic.",10,7,70.0,"maghintay, reseta, megbasa"
388,"Nung magpatulong ka king keka mong kaklase, mas mabilis mung atayari ini.","Kung magpapatulong ka sa iyong kaklase, mas mabilis mong matatapos ito.",12,10,83.3,"magpatulong, atayari"
389,Obakit e ka pa rin magpadala ng confirmation email king customer?,Bakit hindi ka pa rin nagpapadala ng confirmation email sa customer?,11,11,100.0,
390,Ipinagbawal ning barangay ing magtapon basura king lele ning ilog.,Ipinagbawal ng barangay ang pagtatapon ng basura sa tabi ng ilog.,10,8,80.0,"ipinagbawal, magtapon"
391,Alang libreng sakay ngening aldo uling mayari ne ing programa.,Walang libreng sakay ngayong araw dahil natapos na ang programa.,10,9,90.0,sakay
392,Ali mu lalewan a matuyo ing halaman king lalam ning aldo.,Huwag mong hahayaan na matuyo ang halaman sa ilalim ng araw.,11,9,81.8,"lalewan, matuyo"
393,"Bayu sali ng bayung laptop, baluan mu pa ring katangian na.","Bago bumili ng bagong laptop, alamin mo muna ang mga katangian nito.",11,11,100.0,
394,E pa ba mayari ing meeting ring opisyal king ikalawang palapag?,Hindi pa ba tapos ang meeting ng mga opisyal sa ikalawang palapag?,11,11,100.0,
395,Ring estudyanteng makapasa king pagsusulit makatanggap silang libreng libro.,Ang mga estudyanteng nakapasa sa pagsusulit ay makakatanggap ng libreng libro.,9,7,77.8,"makapasa, pagsusulit"
396,"Nung muran ng masikan potang gatpanapun, mas mayap manatili king bale.","Kung uulan nang malakas mamayang hapon, mas mabuting manatili sa bahay.",11,11,100.0,
397,Ninu ing meg-ayos ning nasirang gripo king banyo kanian abak?,Sino ang nag-ayos ng nasirang gripo sa banyo kaninang umaga?,10,6,60.0,"meg-ayos, nasirang, gripo, banyo"
398,"Kabang mangan apunan, pinag-usapan ning pamilya ing plano king bakasyon.","Habang kumakain ng hapunan, pinag-usapan pamilya ang plano sa bakasyon.",10,8,80.0,"pinag-usapan, bakasyon"
399,E ku nagustuhan ing palabas king sinehan uling masyadong kayaba.,Hindi ko nagustuhan ang palabas sa sinehan dahil masyadong mahaba.,10,7,70.0,"nagustuhan, sinehan, kayaba"
400,Baka e makatipa i Pedro king meeting uling atin yang sakit ing kekang anak.,Baka hindi makadalo si Pedro sa pagpupulong dahil may sakit ang kanyang anak.,14,13,92.9,makatipa
401,"Bayu ka munta Palawan, kailangan mung mag-book ng hotel nang maaga.","Bago ka pumunta sa Palawan, kailangan mong mag-book ng hotel nang maaga.",11,9,81.8,"mag-book, maaga"
402,Alang pwedeng mag-park ng sasakyan king arapan ning pasbul hospital.,Walang pwedeng mag-park ng sasakyan sa tapat ng pinto ng ospital.,10,8,80.0,"mag-park, sasakyan"
403,Ali mu ipagkaila ing katotohanang balu na ning sabla.,Huwag mong ipagkakaila ang katotohanang alam na ng lahat.,9,8,88.9,ipagkaila
404,Ipinadala ne ning kumpanya ing tawling sweldo ring dating empleyado.,Ipinadala na ng kumpanya ang huling sweldo ng mga dating empleyado.,10,8,80.0,"ipinadala, sweldo"
405,Obakit e ka pa nakakapag-desisyon nung nanung kurso ing kailangan mu?,Bakit hindi ka pa nakakapag-desisyon kung anong kurso ang kukunin mo?,11,10,90.9,nakakapag-desisyon
406,Mas manyaman ing kakanan king karinderya kaysa king mamahaling restawran.,Mas masarap ang pagkain sa karinderya kaysa sa mamahaling restawran.,10,8,80.0,"karinderya, mamahaling"
407,Ing taung meg-wan ng jacket king bangko megbabalik ya ba ne kalapan.,Ang taong nag-iwan ng jacket sa bangko ay bumalik para kunin ito.,12,9,75.0,"meg-wan, megbabalik, kalapan"
408,"Kabang maghintay sundo, megbasa ya i Maria ng mensahe king phone.","Habang nag-aantay ng sundo, nagbasa si Maria ng mga mensahe sa phone.",11,8,72.7,"maghintay, sundo, megbasa"
409,E pa nakatanggap tulong ring baryo a nalubog king baha.,Hindi pa nararating ng tulong ang mga baryo na nalubog sa baha.,10,8,80.0,"nakatanggap, nalubog"
410,"Nung e magbago ing panahon, tuloy ing kekatamung island hopping.","Kung hindi magbabago ang panahon, matutuloy ang ating island hopping.",10,8,80.0,"magbago, hopping"
411,Ninu ing megturo keka magamit ing bayung software a yan?,Sino ang nagturo sa iyo na gumamit ng bagong software na iyan?,10,9,90.0,megturo
412,Dakal a taung mag-abang king kilwal ning sinehan para king premiere.,Maraming taong nag-aabang sa labas ng sinehan para sa premiere.,11,9,81.8,"mag-abang, sinehan"
413,Ali mu kakalingwan patdan ing sulu paglub/paglwal mu king kwarto.,Huwag mong kakalimutang patayin ang ilaw paglabas mo ng kwarto.,10,8,80.0,"paglub/paglwal, kwarto"
414,Baka e tamu maabutan ing tawling biyahe ning tren ngening bengi.,Baka hindi natin maabutan ang huling biyahe ng tren ngayong gabi.,11,10,90.9,maabutan
415,Ing librung isinulat ning sikat a may-akda mabilis ya naubos.,Ang librong isinulat ng sikat na may-akda ay mabilis na naubos.,10,7,70.0,"isinulat, may-akda, naubos"
416,"Bayu ka pirma king kontrata, basan mu pa nang mayap ing sablang nakasulat.","Bago ka pumirma sa kontrata, basahin mo muna nang mabuti ang lahat ng nakasulat.",13,11,84.6,"pirma, nakasulat"
417,E ku pa naiipon ing sapat a pera ba kung sali ng bayung sasakyan.,Hindi ko pa naiipon ang sapat na pera para bumili ng bagong sasakyan.,14,12,85.7,"naiipon, sasakyan"
418,"Bagaman napagal ing sabla, masaya kami pa rin king meging resulta ning event.","Bagaman napagod ang lahat, masaya pa rin kami sa naging resulta ng event.",13,11,84.6,"bagaman, napagal"
419,Obakit ali mu bisang magkutan king guard nung nukarin ing elevator?,Bakit ayaw mong magtanong sa guard kung saan ang elevator?,11,10,90.9,magkutan
420,Ipinatayo ning pamahalaan ing bayung tulay ba mabawasan ing trapik.,Ipinatayo ng pamahalaan ang bagong tulay upang mabawasan ang trapik.,10,9,90.0,ipinatayo
421,Alang makabalu nung obakit biglang ala kuryente kanian.,Walang nakakaalam kung bakit biglang nawalan ng kuryente kanina.,8,8,100.0,
422,"Kabang mag-ayos ng papeles, mekit ya i Juan ng lumang resibo.","Habang nag-aayos ng mga papeles, nakakita si Juan ng lumang resibo.",11,9,81.8,"mag-ayos, mekit"
423,"Nung matipa ka king okasyon, sabyan mu kanaku nang maaga ba kung makakayabe.","Kung dadalo ka sa okasyon, sabihan mo ako nang maaga para makasama ako.",13,11,84.6,"matipa, maaga"
424,Mas mayap maglakad kaysa sumakai potang malapit mu ing puntalan.,Mas mainam na maglakad kaysa sumakay kapag malapit lang ang pupuntahan.,10,9,90.0,sumakai
425,Ring gamut a ibinigay ning nurse para kareng lagnat na.,Ang mga gamot na ibinigay ng nurse ay para sa kanyang lagnat.,10,10,100.0,
426,Ali mu lalewan a makawala ing pusa king kilub ning bale.,Huwag mong hahayaang makawala ang pusa sa loob ng bahay.,11,9,81.8,"lalewan, makawala"
427,E pa dinatang ing delivery rider uling malito ya king address.,Hindi pa dumatang ang delivery rider dahil nalito siya sa address.,11,10,90.9,malito
428,Ninu ing meglinis kwarto kabang ala kami keni?,Sino ang naglinis ng kwarto habang wala kami rito?,8,7,87.5,kwarto
429,"Bayu magsimula ing pelikula, sinali kami pa ng popcorn at inuman.","Bago magsimula ang pelikula, bumili muna kami ng popcorn at inumin.",11,11,100.0,
430,Dakal a taung minunta king parke ba lang manalon kareng paputok.,Maraming taong nagpunta sa parke upang panoorin ang mga paputok.,11,8,72.7,"minunta, manalon, paputok"
431,E tamu matayari ing proyekto nung ala ing tulong ning kekatamung team.,Hindi natin matatapos ang proyekto kung wala ang tulong ng ating team.,12,11,91.7,matayari
432,"Kabang mag-abang king pila, meg-update ya i Maria ng kekang status online.","Habang nag-aantay sa pila, nag-update si Maria ng kanyang status online.",12,10,83.3,"mag-abang, meg-update"
433,Obakit e mu buksan ing awang ba lumub ing sariwang angin?,Bakit hindi mo buksan ang bintana para pumasok ang sariwang hangin?,11,9,81.8,"buksan, lumub"
434,Ing sasakyan a sinali ni Pedro matipid ya king gasolina at maganda.,Ang sasakyang binili ni Pedro ay napakatipid sa gasolina at maganda.,12,11,91.7,sasakyan
435,Ali ka mag-atubiling tumawag kekami potang atin kang problema.,Huwag kang mag-atubiling tumawag sa amin kapag may problema ka.,9,7,77.8,"mag-atubiling, tumawag"
436,Baka e matuloy ing biyahe tamu Baguio nung masikan ing uran.,Baka hindi matuloy ang biyahe natin sa Baguio kung malakas ang ulan.,11,10,90.9,matuloy
437,Ipinagluto ni Inda ng manyaman a sopas ing kapatad kung atin sakit.,Ipinagluto ni Nanay ng masarap na sopas ang aking kapatid na may sakit.,12,11,91.7,ipinagluto
438,Ala nang natagung kakanan king lamesa uling mengan na ring sablang bisita.,Walang natirang pagkain sa mesa dahil kumain na ang lahat ng bisita.,12,11,91.7,natagung
439,"Bagaman benging-bengi na, dakal pa ring tau king kilwal ning convenience store.","Bagaman gabing-gabi na, marami pa ring tao sa labas ng convenience store.",12,10,83.3,"bagaman, benging-bengi"
440,"Nung mag-ingat ka king pagmaneho, makaiwas ka king aksidente.","Kung mag-iingat ka sa pagmamaneho, makakaiwas ka sa aksidente.",9,6,66.7,"mag-ingat, pagmaneho, makaiwas"
441,Ninu ing meg-wan ng bukas a gripo king kilub ning banyo?,Sino ang nag-iwan ng bukas na gripo sa loob ng banyo?,11,8,72.7,"meg-wan, gripo, banyo"
442,"Bayu mako ing bus, siguraduhin mung atin keka ing sablang gamit mu.","Bago umalis ang bus, siguraduhing nasa sa iyo ang lahat ng gamit mo.",12,11,91.7,siguraduhin
443,E ku atandanan nung nukarin ke inabili ing susi ning kotse.,Hindi ko maaalala kung saan ko inilagay ang susi ng kotse.,11,10,90.9,inabili
444,Mas bisa kung mininum malamig a danum kaysa king juice potang mapali.,Mas gusto kong uminom ng malamig na tubig kaysa sa juice kapag mainit.,12,12,100.0,
445,Ing gurong magturo king kekaming klase magaling ya sadyang-sadya magpaliwanag.,Ang guro na nagtuturo sa aming klase ay napakagaling magpaliwanag.,10,7,70.0,"gurong, sadyang-sadya, magpaliwanag"
446,Ali mu hahawaan ng sakit ing keka mong malating kapatid.,Huwag mong hahawaan ng sakit ang iyong maliit na kapatid.,10,8,80.0,"hahawaan, kapatid"
447,Baka mawala ing keka mong dokumento nung e mu isalikut king bag.,Baka mawala ang iyong dokumento kung hindi mo itatago sa bag.,12,12,100.0,
448,"Kabang maglaba ya i Apu, magwalis ya namang bakuran i Apu lalakay.","Habang naglalaba si Lola, nagwawalis naman ng bakuran si Lolo.",12,9,75.0,"maglaba, magwalis, lalakay"
449,E pa nabayaran ing bill king internet inya naputulan kaming koneksyon.,Hindi pa nababayaran ang bill sa internet kaya naputulan kami ng koneksyon.,11,9,81.8,"nabayaran, naputulan"
450,Ila ring kekatamung kapangkat a mag-report ng proyekto bukas.,Sila ang mga kapangkat natin na mag-uulat ng proyekto bukas.,9,8,88.9,mag-report
451,Dakal a bayung kakanan ing mambukas king lele ning kekaming opisina.,Maraming bagong kainan ang nagbukas sa tabi ng aming opisina.,11,10,90.9,mambukas
452,Obakit e ka pa munta king clinic ba kang magpakonsulta?,Bakit hindi ka pa pumupunta sa clinic para magpakonsulta?,10,9,90.0,magpakonsulta
453,"Nung makapasa ku king pagsusulit, magcelebrate kami ning kekang pamilya.","Kung makakapasa ako sa pagsusulit, magcecelebrate kami ng aking pamilya.",10,7,70.0,"makapasa, pagsusulit, magcelebrate"
454,Alang pwedeng maniram ng laptop nang alang pahintulot ning boss.,Walang pwedeng humiram ng laptop nang walang pahintulot ng boss.,10,8,80.0,"maniram, pahintulot"
455,Ing imalan a ginamit ku napun nalabahan ne ni Inda.,Ang damit na ginamit ko kahapon ay nalabahan na ni Nanay.,10,9,90.0,nalabahan
456,Ali mu sabyan karela ing lugar a kekatamung puntalan.,Huwag mong sasabihin sa kanila ang lugar na ating pupuntahan.,9,9,100.0,
457,"Bayu mayari ing bulan, kailangan tamung magsumite ng mga ulat.","Bago matapos ang buwan, kailangan nating magsumite ng mga ulat.",10,9,90.0,magsumite
458,E ku inabili ing asin king sabaw inya alang rasa ini.,Hindi ko nailagay ang asin sa sabaw kaya walang lasa ito.,11,8,72.7,"inabili, sabaw, rasa"
459,"Kabang magmaneho king dalan, mekit ya i Pedro ng aksidente king dalan.","Habang nagmamaneho sa kalye, nakakita si Pedro ng aksidente sa daan.",12,10,83.3,"magmaneho, mekit"
460,Ninu ing makakilala king lalaking linub king opisina kanian gatpanapun?,Sino ang nakakilala sa lalaking pumasok sa opisina kaninang hapon?,10,10,100.0,
461,"Bagaman masakit ing obra, atayari tamu pa rin ini king takdang oras.","Bagaman mahirap ang gawain, natapos pa rin natin ito sa takdang oras.",12,10,83.3,"bagaman, atayari"
462,Mas mabilis maglakbay gagamit tren kaysa king bus Balang abak.,Mas mabilis maglakbay gamit ang tren kaysa sa bus tuwing umaga.,10,10,100.0,
463,Obakit ali mu bisang inuman ing gamut a ibinigay ning doktor?,Bakit ayaw mong inumin ang gamot na ibinigay ng doktor?,11,11,100.0,
464,Alang tau king bale uling minunta ing sabla king simbahan.,Walang tao sa bahay dahil nagpunta ang lahat sa simbahan.,10,9,90.0,minunta
465,"Nung sali kang bayung phone, pilian mu ing atin magandang camera.","Kung bibili ka ng bagong phone, piliin mo ang may magandang camera.",11,10,90.9,pilian
466,Ing kapeng ininum ku kanian masyadong matapang ya kanaku.,Ang kape na ininom ko kanina ay masyadong matapang para sa akin.,9,8,88.9,kapeng
467,Ali mu tatalanan ing basu uling mapali ya ing kape king kilub.,Huwag mong hahawakan ang baso dahil mainit ang laman nitong kape.,12,12,100.0,
468,Baka akalingwan ning driver ing lumiko king kanto nung e mu sabyan.,Baka makalimutan ng driver na lumiko sa kanto kung hindi mo sasabihin.,12,10,83.3,"lumiko, kanto"
469,"Kabang magpapatuyo buhok, makiramdam ya i Ana ng paborito nang kanta.","Habang nagpapatuyo ng buhok, nakikinig si Ana ng paborito niyang kanta.",11,10,90.9,magpapatuyo
470,E ku inisip a maging matagumpay ing kekaming malating negosyo.,Hindi ko naisip na magiging matagumpay ang aming maliit na negosyo.,10,9,90.0,matagumpay
471,Ila ring kaklase kung sinopa kanaku king kekaming proyekto.,Sila ang mga kaklase ko na tumulong sa akin sa aming proyekto.,9,8,88.9,sinopa
472,Dakal a taung maghintay jeep king lele ning overpass ngening bengi.,Maraming taong naghihintay ng jeep sa tabi ng overpass ngayong gabi.,11,10,90.9,maghintay
473,Obakit e ka pa magpadala mensahe kareng keka mong pengari?,Bakit hindi ka pa nagpapadala ng mensahe sa iyong mga magulang?,10,10,100.0,
474,"Bayu mayari ing programa, mibye silang pabuya ing pamunuan king sabla.","Bago matapos ang programa, nagbigay ng pabuya ang pamunuan sa lahat.",11,11,100.0,
475,Alang available a slot para king bakuna king tutuking duminggu.,Walang available na slot para sa bakuna sa susunod na linggo.,10,9,90.0,slot
476,Ing librung iniram ku king library kailangang isubli bayu mag-Biyernes.,Ang librong hiram ko sa library ay kailangang isauli bago mag-Biyernes.,10,8,80.0,"iniram, mag-biyernes"
477,Ali mu lalewan a mabasa ning uran ring gamit king kilwal.,Huwag mong hahayaang mabasa ng ulan ang mga gamit sa labas.,11,10,90.9,lalewan
478,"Nung e ka magmadali, malewan ka ning tawling bus pauli.","Kung hindi ka magmamadali, maiiwanan ka ng huling bus pauwi.",10,8,80.0,"magmadali, malewan"
479,E pa rin daratang ing inorder kung laptop ibat king online shop.,Hindi pa rin nakakarating ang inorder kong laptop mula sa online shop.,12,12,100.0,
480,"Kabang mangan tanghali, pinag-usapan da ing plano king bakasyon.","Habang kumakain ng tanghalian, pinag-usapan nila ang plano sa bakasyon.",9,6,66.7,"tanghali, pinag-usapan, bakasyon"
481,Ninu ing megtapon basura king bakanteng lote king lele ning bale?,Sino ang nagtapon ng basura sa bakanteng lote sa gilid ng bahay?,11,9,81.8,"megtapon, bakanteng"
482,"Bagaman masakit ing pagsubok, e sumuko ing kekaming pamilya.","Bagaman mahirap ang pagsubok, hindi sumuko ang aming pamilya.",9,6,66.7,"bagaman, pagsubok, sumuko"
483,Mas mayap kumalap tricycle kaysa maglakad potang bengi na.,Mas maganda ang kumuha ng tricycle kaysa maglakad kapag gabi na.,9,8,88.9,kumalap
484,Obakit e mu tinanggap ing tulong a inialok ning keka mong kaluguran?,Bakit hindi mo tinanggap ang tulong na inialok ng iyong kaibigan?,12,11,91.7,inialok
485,Alang ninuman ing makabalu king totoong dahilan ning kekang pag-alis.,Walang sinuman ang nakakaalam ng totoong dahilan ng kanyang pag-alis.,10,8,80.0,"totoong, pag-alis"
486,Ing kotse a nakaparada king arapan ning gate nakatambak karin ng matagal.,Ang kotse na nakaparada sa tapat ng gate ay nakatambak doon nang matagal.,12,10,83.3,"nakaparada, nakatambak"
487,Ali mu gagamitan ing gunting a yan uling pang-anak mu yan.,Huwag mong gagamitin ang gunting na iyan dahil pambata lamang iyan.,11,11,100.0,
488,Baka makasama king katawan ing e pag-inum ng danum nang sapat.,Baka makasama sa afa ang hindi pag-inom ng tubig nang sapat.,11,9,81.8,"makasama, pag-inum"
489,"Bayu sumakai king biyahe, siguraduhin mung mengan ka na ng abak.","Bago sumakay ng biyahe, siguraduhing nakakain ka na ng agahan.",11,9,81.8,"sumakai, siguraduhin"
490,E ku naramdaman a lumindol pala kanian madaling-aldo.,Hindi ko naramdaman na lumindol pala kaninang madaling-araw.,8,5,62.5,"naramdaman, lumindol, madaling-aldo"
491,"Kabang mag-ihaw isda i Tata, maghanda ya namang nasi i Inda.","Habang nag-iihaw ng isda si Tatay, naghahanda naman ng kanin si Nanay.",11,10,90.9,mag-ihaw
492,Ninu-ninu ring nakatala para king seminar king tutuking Biyernes?,Sino-sino ang mga nakatala para sa seminar sa susunod na Biyernes?,9,8,88.9,nakatala
493,"Nung e ka magpadala ng resibo, e mi maipoproseso ing refund.","Kung hindi ka magpapadala ng resibo, hindi namin maipoproseso ang refund.",11,10,90.9,maipoproseso
494,Ring anak a maglaro king uran inaus la na ning karelang tata.,Ang mga batang naglalaro sa ulan ay tinawag na ng kanilang ama.,12,12,100.0,
495,Ali mu lalewan a nakabukas ing TV potang alang manalon.,Huwag mong iiwanang nakabukas ang TV kapag walang nanonood.,10,7,70.0,"lalewan, nakabukas, manalon"
496,Baka e mayari ing kumpuni king dalan bayu mag-Lunes.,Baka hindi matapos ang kumpuni sa kalsada bago mag-Lunes.,9,7,77.8,"kumpuni, mag-lunes"
497,Inutos ning kapitan a linisin ing sablang kanal king barangay.,Ipinag-utos ng kapitan na linisin ang lahat ng kanal sa barangay.,10,9,90.0,inutos
498,Alang mekit king aksidente uling madilim ing dalan ketang oras a yan.,Walang nakakita sa aksidente dahil madilim ang kalye noong oras na iyon.,12,10,83.3,"mekit, madilim"
499,"Nung magpatuloy ing katulad kanining gawi, mabilis a maubos ing pondo.","Kung magpapatuloy ang ganitong gawi, mabilis na mauubos ang pondo.",11,9,81.8,"magpatuloy, maubos"
500,Ing tawling pagsusulit king semestre nakatakdang gawan king tutuking bulan.,Ang huling pagsusulit sa semestre ay nakatakdang ganapin sa susunod na buwan.,10,7,70.0,"pagsusulit, semestre, nakatakdang"
