item_num,category,kapampangan,filipino_tagalog,english_gloss,grammatical_feature_as_labeled,reviewer_verdict,reviewer_notes
259,Extended batch (201-300),Ali mu tatalanan ing kalan uling mapali ya pa.,Huwag mong hawakan ang kalan dahil mainit pa ito.,Don't touch the stove because it is still hot.,Prohibitive Imperative (*Ali mu*) + Reason Clause (*uling*),,
260,Extended batch (201-300),Atin kung ikit a magandang sapatos pero ala kung sapat a pera.,May nakita akong magandang sapatos pero wala akong sapat na pera.,"I saw beautiful shoes, but I didn't have enough money.",Existential Perception + Adversative Conjunction (*pero*),,
261,Extended batch (201-300),"Bayu ka munta king tindahan, gawan mu pa nung nanu ing kulang.","Bago ka pumunta sa tindahan, tingnan mo muna kung ano ang kulang.","Before you go to the store, check first what is missing.",Temporal Clause (*Bayu ka*) + Embedded Interrogative,,
262,Extended batch (201-300),E ku namalayan a nakatutok na pala ing camera kanaku.,Hindi ko namalayan na nakatutok na pala ang camera sa akin.,I didn't notice that the camera was already focused on me.,Involuntary Perception Negation + Complement Clause,,
263,Extended batch (201-300),Ninu-ninu ring imbitado king keburitan ning kapatad mu king Linggo?,Sinu-sino ang mga imbitado sa kaarawan ng iyong kapatid sa Linggo?,Who are the invited guests to your sibling's birthday on Sunday?,Plural Interrogative Modifier + Future Time Locative,,
264,Extended batch (201-300),Kailangan mung magpahinga nang mayap ba ka gumaling agad.,Kailangan mong magpahinga nang maayos upang gumaling ka agad.,You need to rest properly so that you will recover quickly.,Deontic Obligation + Purpose Subordinator (*ba ka*),,
265,Extended batch (201-300),Ring anak a maglaro king dalan inaus la ning karelang ima.,Ang mga batang naglalaro sa kalye ay tinawag ng kanilang ina.,The children playing in the street were called by their mother.,Active Relative Clause Modification + Ergative Passive Agent,,
266,Extended batch (201-300),Alang ninuman ing pwedeng lumub king kwarto nang alang pahintulot.,Walang sinuman ang pwedeng pumasok sa silid nang walang pahintulot.,No one is allowed to enter the room without permission.,Universal Negative Modifier + Modal Permission,,
267,Extended batch (201-300),"Kaibat kung maglinis kotse, maglinis naman kung kwarto.","Pagkatapos kong maghugas ng kotse, naglinis naman ako ng kwarto.","After I washed the car, I then cleaned the bedroom.",Sequential Temporal Marker (*Kaibat kung*) + Sequence Focus,,
268,Extended batch (201-300),"Nung e sumikan ing uran, tuloy pa rin ing biyahe tamu.","Kung hindi lalakas ang ulan, tutuloy pa rin ang ating biyahe.","If the rain does not intensify, our trip will still proceed.",Conditional Negation (*Nung e*) + Future Continuity,,
269,Extended batch (201-300),E pa rin mayari ning tindero ing mag-ayos kareng paninda.,Hindi pa rin natatapos ng tindero ang pag-aayos ng mga paninda.,The vendor still hasn't finished organizing the goods.,Aspectual Imperfective Negation (*E pa rin mayari*),,
270,Extended batch (201-300),Nukarin la ring dokumentong kailangan tamung pirmaan ngening gatpanapun?,Nasaan ang mga dokumentong kailangan nating lagdaan ngayong hapon?,Where are the documents that we need to sign this afternoon?,Locative Interrogative (*Nukarin la*) + Relative Clause,,
271,Extended batch (201-300),Ali ka mag-alala uling sopalan daka king keka mong takdang-aralin.,Huwag kang mag-alala dahil tutulungan kita sa iyong takdang-aralin.,Don't worry because I will help you with your homework.,Prohibitive Predicate + Benefactive Clitic (*daka*),,
272,Extended batch (201-300),Ila ring nagdala ng manyaman a kakanan para king salo-salo tamu.,Sila ang nagdala ng masarap na pagkain para sa ating salo-salo.,They were the ones who brought delicious food for our gathering.,Anaphoric Pronoun Focus + Relative Clause Modifier,,
273,Extended batch (201-300),Baka e ku makakayabe king panonood sine king Sabado.,Baka hindi ako makasama sa panonood ng sine sa Sabado.,I might not be able to join in watching the movie on Saturday.,Epistemic Uncertainty (*Baka*) + Potential Negation (*e ku maka-*),,
274,Extended batch (201-300),Ing pusa a makakera king sofa mataba ya at matudtud.,Ang pusa na nakahiga sa sofa ay napakataba at matulugin.,The cat lying on the sofa is very fat and sleepy.,Stative Relative Clause (*a makakera*) + Compound Adjective,,
275,Extended batch (201-300),"Bayu tamu magsimula, pakipatda mu pa ing kekayong cellphone.","Bago tayo magsimula, pakipatay muna ang inyong mga cellphone.","Before we begin, please turn off your cellphones first.",Temporal Subordination + Request Focus Prefix (*paki-*),,
276,Extended batch (201-300),Alang makakilala king lalaking linub king opisina kanian.,Walang nakakakilala sa lalaking pumasok sa opisina kanina.,Nobody knows the man who entered the office earlier.,Existential Negation + Relative Past Clause (*linub*),,
277,Extended batch (201-300),"Nung magaral kang mayap, tiyak a makapasa ka king eksamen.","Kung mag-aaral kang mabuti, tiyak na makakapasa ka sa eksamen.","If you study hard, you will surely pass the exam.",Conditional Clause (*Nung*) + Certainty Predicate (*tiyak*),,
278,Extended batch (201-300),E ku maibye ing hiningi mu uling ala ku kanini.,Hindi ko maibibigay ang hiningi mo dahil wala ako nito.,I cannot give you what you asked for because I don't have it.,Potential Negation (*E ku maibye*) + Existential Lack (*ala ku*),,
279,Extended batch (201-300),"Kabang maghintay bus, magbasa ya i Ana ng libro king phone na.","Habang naghihintay ng bus, nagbabasa si Ana ng libro sa kanyang phone.","While waiting for the bus, Ana was reading a book on her phone.",Temporal Simultaneity (*Kabang*) + Progressive Aspect,,
280,Extended batch (201-300),Ninu ing meg-wan ng basung danum king babaw ning laptop?,Sino ang nag-iwan ng baso ng tubig sa ibabaw ng laptop?,Who left a glass of water on top of the laptop?,Actor Focus Interrogative + Locative Modifier,,
281,Extended batch (201-300),Ipinagluto kami ni Inda ng paborito ming meryenda panaktak mi.,Ipinagluto kami ni Nanay ng paborito naming meryenda pagdating namin.,Mom cooked our favorite snack for us upon our arrival.,Benefactive Voice Prefix (*Ipinagluto*) + Temporal Subordinate,,
282,Extended batch (201-300),Mas maganda ing tanawin keni kaysa king kabilang bundok.,Mas maganda ang tanawin dito kaysa sa kabilang bundok.,The view here is more beautiful than on the other mountain.,Comparative Adjective + Spatial Demonstrative (*keni*),,
283,Extended batch (201-300),Ali mu kakalingwan magdala ng pambayad king kuryente bukas.,Huwag mong kalimutang magdala ng pambayad sa kuryente bukas.,Don't forget to bring payment for the electricity tomorrow.,Prohibitive Imperative (*Ali mu*) + Purpose Noun Phrase,,
284,Extended batch (201-300),E pa sasagot ing kliyente king email a ipinadala ku nabang bengi.,Hindi pa sumasagot ang kliyente sa email na ipinadala ko kagabi.,The client hasn't replied yet to the email I sent last night.,Aspectual Continuous Negation + Relative Past Clause,,
285,Extended batch (201-300),"Kaibat nang akua ing lisensya na, sinali agad yang motor.","Matapos niyang makuha ang kanyang lisensya, bumili agad siya ng motor.","After he got his license, he immediately bought a motorcycle.",Perfective Sequence Marker (*Kaibat nang*) + Volitional Action,,
286,Extended batch (201-300),Nukarin mung bisang mangan apunan kaibat ning obra?,Saan mo gustong kumain ng hapunan pagkatapos ng trabaho?,Where do you want to eat dinner after work?,Locative Interrogative + Desiderative Clitic (*bisang*),,
287,Extended batch (201-300),Alang masyadong tau king mall uling maaga pa.,Walang masyadong tao sa mall dahil maaga pa.,There aren't many people at the mall because it's still early.,Quantifier Negation + Temporal Causal Clause,,
288,Extended batch (201-300),"Nung atin kang kutan, ali ka mag-atubiling magkutan king guro.","Kung may katanungan ka, huwag kang mag-atubiling magtanong sa guro.","If you have any questions, don't hesitate to ask the teacher.",Conditional Existential + Prohibitive Subordinate,,
289,Extended batch (201-300),Ring imalan a ini para kareng naapektuhan ning bagyo.,Ang mga damit na ito ay para sa mga naapektuhan ng bagyo.,These clothes are for those who were affected by the typhoon.,Plural Demonstrative (*Ring... a ini*) + Benefactive Preposition,,
290,Extended batch (201-300),E tamu matayari ing obra nung e tamu magtulungan.,Hindi natin matatapos ang gawain kung hindi tayo magtutulungan.,We won't finish the task if we don't work together.,Inability Plural Negation (*E tamu*) + Conditional Negation,,
291,Extended batch (201-300),Obakit e ka pa magsalita king manager mu tungkol king sweldo?,Bakit hindi ka pa nakikipag-usap sa iyong manager tungkol sa sweldo?,Why haven't you spoken to your manager about the salary yet?,Interrogative Cause + Aspectual Negation (*e ka pa*),,
292,Extended batch (201-300),"Bayu lumub king opisina, kailangang magpa-temperature check ing sabla.","Bago pumasok sa opisina, kailangang magpa-temperature check ang lahat.","Before entering the office, everyone needs to have their temperature checked.",Temporal Subordination + Deontic Obligation Modifier,,
293,Extended batch (201-300),Dakal a manyaman a kakanan king lele ning kekaming eskwelahan.,Maraming masasarap na kainan sa tabi ng aming eskwelahan.,There are many delicious eateries beside our school.,Existential Plural Quantifier (*Dakal*) + Spatial Preposition,,
294,Extended batch (201-300),Ali mu lalewan ing anak nang alang kayabe king bale.,Huwag mong iiwanan ang bata nang walang kasama sa bahay.,Don't leave the child alone at home without company.,Prohibitive Aspect (*Ali mu*) + Negative State Circumstance,,
295,Extended batch (201-300),Ipinagpaliban ing laro uling king masikan a uran at angin.,Ipinagpaliban ang laro dahil sa malakas na ulan at hangin.,The game was postponed due to heavy rain and wind.,Passive Causative Aspect (*Ipinagpaliban*) + Compound Cause,,
296,Extended batch (201-300),"Agyang bengi na, maglakad ya pa rin pauli ibat king obra.","Kahit na gabi na, naglalakad pa rin siya pauwi galing sa trabaho.","Even though it's already night, he is still walking home from work.",Concessive Temporal State + Progressive Action (*maglakad ya*),,
297,Extended batch (201-300),Ninu ing nagpadala keka ng magandang bulaklak a yan?,Sino ang nagpadala sa iyo ng magagandang bulaklak na iyan?,Who sent you those beautiful flowers?,Focus Interrogative Subject + Oblique Pronoun (*keka*),,
298,Extended batch (201-300),"Nung ayari tamu ini agad, makapanood tamung sine pota.","Kung matatapos natin ito agad, makakapanood tayo ng sine mamaya.","If we finish this quickly, we can watch a movie later.",Potential Subjective Clause (*Nung ayari*) + Future Modal,,
299,Extended batch (201-300),E ku nagustuhan ing rasa ning kakanan in-order mu king app.,Hindi ko nagustuhan ang lasa ng pagkaing in-order mo sa app.,I didn't like the taste of the food you ordered on the app.,Experiencer Negation (*E ku*) + Relative Past Modification,,
300,Extended batch (201-300),Ring librung ini kailangang isubli king aklatan bayu mag-Biyernes.,Ang mga librong ito ay kailangang ibalik sa aklatan bago mag-Biyernes.,These books must be returned to the library before Friday.,Plural Subject Modification + Deontic Future Subordination,,
301,Extended batch (301-400),E ku napanood ing tawling dake ning sine uling mekatudtud ku.,Hindi ko napanood ang huling bahagi ng sine dahil nakatulog ako.,I didn't watch the last part of the movie because I fell asleep.,Verbal Negation + Causal Clause + Stative/Involuntary Past,,
302,Extended batch (301-400),Subukan mung buksan pasibayu ing laptop kaibat mung i-charge ng apulung minuto.,Subukang buksan uli ang laptop pagkatapos mong i-charge nang sampung minuto.,Try turning on the laptop again after you charge it for ten minutes.,Imperative Volitional + Sequential Clause + Temporal Duration,,
303,Extended batch (301-400),Ninu ing tinawag keka kabang magmaneho ka?,Sino ang tumawag sa iyo habang nagmamaneho ka?,Who called you while you were driving?,Interrogative Actor Focus + Temporal Subordination (*kabang*),,
304,Extended batch (301-400),Baka e daratang ing parcel ngening aldo uling muran.,Baka hindi dumating ang parcel ngayong araw dahil umuulan.,The parcel might not arrive today because it is raining.,Epistemic Possibility (*Baka*) + Negative Aspect + Causal Clause,,
305,Extended batch (301-400),Ing gamut a inireseta ning doktor kailangang inuman kaibat mangan.,Ang gamot na inireseta ng doktor ay kailangang inumin pagkatapos kumain.,The medicine prescribed by the doctor needs to be taken after eating.,Relative Clause + Deontic Necessity + Temporal Infinitive,,
306,Extended batch (301-400),Alang signal ing cellphone ku inya e daka ma-text.,Walang signal ang cellphone ko kaya hindi kita ma-text.,"My phone has no signal, so I can't text you.",Existential Negation (*Alang*) + Resultative + Portmanteau Pronoun (*daka*),,
307,Extended batch (301-400),Mas mayap nung magdala kang payung ba ka e mabasa.,Mas maganda kung magdadala ka ng payong para hindi ka mabasa.,It would be better if you brought an umbrella so you don't get wet.,Conditional Degree + Purpose Subordinator (*ba ka*) + Potential Passive,,
308,Extended batch (301-400),Kapilan mu isubli ing librung iniram mu kanaku?,Kailan mo ibabalik ang librong hiniram mo sa akin?,When will you return the book that you borrowed from me?,Temporal Interrogative + Relative Clause Modification,,
309,Extended batch (301-400),E pa nakakabit ing bayung Wi-Fi king kekaming bale.,Hindi pa nakakabit ang bagong Wi-Fi sa aming bahay.,The new Wi-Fi hasn't been installed in our house yet.,Aspectual Negation (*E pa*) + Stative/Resultative Aspect,,
310,Extended batch (301-400),"Kabang maghintay kaming jeep, mengan kami pa ng meryenda.","Habang naghihintay kami ng jeep, kumain muna kami ng meryenda.","While we were waiting for the jeepney, we ate some snacks first.",Simultaneous Temporal Clause + Inceptive Particle (*pa*),,
311,Extended batch (301-400),Ipinasa ne ing report bayu ing deadline agyang dakal ya gawan.,Ipinasa niya ang report bago ang deadline kahit marami siyang ginagawa.,She submitted the report before the deadline even though she had a lot to do.,Goal Focus Perfective (*Ipinasa ne*) + Concessive Subordination (*agyang*),,
312,Extended batch (301-400),Atin meg-wan ng basung kape king lele ning keyboard.,May nag-iwan ng baso ng kape sa tabi ng keyboard.,Someone left a cup of coffee next to the keyboard.,Existential Subject Indefinite (*Atin meg-wan*) + Spatial Preposition,,
313,Extended batch (301-400),Ali mu kakalingwan i-lock ing pasbul bayu ka matudtud.,Huwag mong kalimutang i-lock ang pinto bago ka matulog.,Don't forget to lock the door before you go to sleep.,Prohibitive Imperative + Antecedent Subordinating Clause,,
314,Extended batch (301-400),"Nung atin kang oras ngening gatpanapun, pwede daka bang kausap?","Kung may oras ka ngayong hapon, pwede ba kitang makausap?","If you have time this afternoon, can I talk to you?",Conditional Existential + Interrogative Modal (*pwede daka ba*),,
315,Extended batch (301-400),Ing restawran a pinakainan tamu ketang metung a duminggu makasara ne.,Ang restawran na pinakainan natin noong isang linggo ay sarado na.,The restaurant where we ate last week is already closed.,Locative Relative Clause + Stative Aspectual Clitic (*ne*),,
316,Extended batch (301-400),E ku makamunta king party uling kailangan kung mag-alaga king kapatad ku.,Hindi ako makakapunta sa party dahil kailangan kong mag-alaga ng kapatid ko.,I won't be able to go to the party because I need to take care of my sibling.,Inability Negation (*E ku maka-*) + Causal Obligation Clause,,
317,Extended batch (301-400),Obakit ali mu bisang kahanan ing gulay a linuto ni Inda?,Bakit ayaw mong kainin ang gulay na niluto ni Nanay?,Why don't you want to eat the vegetables Mom cooked?,Volitional Negation (*ali mu bisang*) + Relative Clause,,
318,Extended batch (301-400),"Kaibat maglinis kwarto, megaral ya agad para king pagsusulit.","Pagkatapos maglinis ng kwarto, nag-aral agad siya para sa pagsusulit.","After cleaning the room, he immediately studied for the exam.",Sequential Temporal Subordinator (*Kaibat*) + Immediate Action,,
319,Extended batch (301-400),Dakal a taung pumila ba silang sali ng bayung model ning phone.,Maraming taong pumila para bumili ng bagong model ng phone.,Many people lined up to buy the new phone model.,Quantifier Existential (*Dakal a*) + Purpose Subordination,,
320,Extended batch (301-400),"Ali ka mag-alala, e ku sabyan agyang kaninu ing sinabi mu.","Huwag kang mag-alala, hindi ko sasabihin kahit kanino ang sinabi mo.","Don't worry, I won't tell anyone what you said.",Prohibitive + Universal Negative Object Clause (*agyang kaninu*),,
321,Extended batch (301-400),Naibenta ne ba ing lumang kotse a nakaparada king garahe?,Naibenta na ba ang lumang kotse na nakaparada sa garahe?,Has the old car parked in the garage been sold already?,Passive Interrogative + Relative Stative Locative Clause,,
322,Extended batch (301-400),"Nung makatanggap kung maaga, ihanda ku ring gagamitan king meeting.","Kung makakarating ako nang maaga, ihahanda ko ang mga gagamitin sa meeting.","If I arrive early, I will prepare the materials for the meeting.",Future Condition + Patient Focus Volitional,,
323,Extended batch (301-400),E mi kayang ayari ing sablang obra nang mag-isa mu.,Hindi namin kayang tapusin ang lahat ng trabaho nang mag-isa lang.,We cannot complete all the work completely by ourselves.,Collective Inability Negation (*E mi kayang*),,
324,Extended batch (301-400),Obakit e ka pa magpalit ng imalan kaibat mung mag-ehersisyo?,Bakit hindi ka pa nagpapalit ng damit pagkatapos mong mag-ehersisyo?,Why haven't you changed clothes yet after exercising?,Interrogative Reason + Aspectual Negation (*e ka pa*),,
325,Extended batch (301-400),Ing gurong magturo ng Matematika mabait ya sadyang-sadya kareng estudyante.,Ang guro na nagtuturo ng Matematika ay napakamabait sa mga mag-aaral.,The teacher who teaches Mathematics is very kind to the students.,Subject Relative Clause + Intensive Stative Attribute,,
326,Extended batch (301-400),Ipinagluto kami ning kekaming tita ng manyaman a tanghali ketang Linggo.,Ipinagluto kami ng aming tita ng masarap na tanghalian noong Linggo.,Our aunt cooked us a delicious lunch last Sunday.,Benefactive Voice Prefix (*Ipinagluto*) + Past Temporal Modifier,,
327,Extended batch (301-400),Alang available a mesa king kilub inya king kilwal kami megluklok.,Walang available na mesa sa loob kaya sa labas kami umupo.,"There was no table available inside, so we sat outside.",Existential Negation (*Alang*) + Resultative Locative Focus,,
328,Extended batch (301-400),Ali mu lalewan ing asu a lumwal king bakuran.,Huwag mong hahayaan ang aso na lumabas ng bakuran.,Don't let the dog go outside the yard.,Prohibitive Direct Control (*Ali mu lalewan*),,
329,Extended batch (301-400),"Kabang mag-inspeksyon ing boss, mabilis lang megligpit ng gamit ring empleyado.","Habang nag-iinspeksyon ang boss, mabilis na nagligpit ng gamit ang mga empleyado.","While the boss was inspecting, the employees quickly packed up their things.",Simultaneous Subordination + Adverbial Manner Modification,,
330,Extended batch (301-400),Baka akalingwan mung dalan ing passport mu potang magmadali ka.,Baka makalimutan mong dalhin ang passport mo kapag nagmadali ka.,You might forget to bring your passport if you rush.,Epistemic Uncertainty + Involuntary Aspect (*akalingwan*),,
331,Extended batch (301-400),Ninu ing may-ari ning matuling a bag a lewan king luklukan?,Sino ang may-ari ng itim na bag na naiwan sa upuan?,Who is the owner of the black bag left on the chair?,Possessive Interrogative + Passive Relative Clause,,
332,Extended batch (301-400),"Bayu kami lumipat king bayung bale, nagbawas kami pa ng lumang gamit.","Bago kami lumipat sa bagong bahay, nagbawas muna kami ng lumang gamit.","Before we moved to the new house, we first got rid of old belongings.",Temporal Subordination (*Bayu kami*) + Pre-action Phase,,
333,Extended batch (301-400),E ne nagustuhan ning customer ing serbisyo king hotel inya megreklamo ya.,Hindi nagustuhan ng customer ang serbisyo sa hotel kaya nagreklamo siya.,"The customer didn't like the service at the hotel, so he complained.",Experiencer Negation (*E ne*) + Consequential Action Clause,,
334,Extended batch (301-400),"Bagaman bengi na, dakal pa ring sasakyan ing daralan king highway.","Bagaman gabi na, marami pa ring sasakyan ang dumadaan sa highway.","Although it is already late at night, many vehicles are still passing on the highway.",Formal Concessive Clause (*Bagaman*) + Continuous Quantity,,
335,Extended batch (301-400),Kailangan mung ipasa ring papeles bayu mag-alas singko ning gatpanapun.,Kailangan mong ipasa ang mga papeles bago mag-alas singko ng hapon.,You need to submit the documents before five o'clock in the afternoon.,Deontic Necessity + Fixed Temporal Boundary Subordinator,,
336,Extended batch (301-400),Ing anak a nawalan ng baon sinopan ne ning kekang kaklase.,Ang bata na nawalan ng baon ay tinulungan ng kanyang kaklase.,The child who lost their lunch money was helped by their classmate.,Relative Clause Subject (*anak a nawalan*) + Passive Ergative Agent,,
337,Extended batch (301-400),Ali ka magdala ng dakal a gamit ba ka e mabigatan.,Huwag kang magdadala ng maraming gamit para hindi ka mabigatan.,Don't bring many things so that you won't feel burdened by the weight.,Prohibitive Action + Negative Purpose Clause (*ba ka e*),,
338,Extended batch (301-400),Akalingwan ku nung nukarin ke inabili ing resibo ning sinali kung gamut.,Nakalimutan ko kung saan ko itinago ang resibo ng binili kong gamot.,I forgot where I hid the receipt for the medicine I bought.,Involuntary Mental State + Embedded Interrogative Location,,
339,Extended batch (301-400),Mas mabilis sumakai king tren kaysa mag-bus potang rush hour.,Mas mabilis sumakay ng tren kaysa mag-bus kapag rush hour.,Taking the train is faster than taking the bus during rush hour.,Comparative Speed (*Mas mabilis*) + Temporal Condition,,
340,Extended batch (301-400),Ala kaming maipangakong tulong habang e pa sigurado ing badyet.,Wala kaming maipapangakong tulong hangga't hindi pa sigurado ang badyet.,We cannot promise any assistance as long as the budget isn't secured yet.,Existential Inability + Continuous Conditional Negation,,
341,Extended batch (301-400),Atin bang makakilala king lalaking menkutan ng direksyon kanian?,May nakakilala ba sa lalaking nagtanong ng direksyon kanina?,Did anyone recognize the man who asked for directions earlier?,Interrogative Existential (*Atin ba*) + Past Relative Clause,,
342,Extended batch (301-400),"Kabang magaral ya i Ana, makiramdam yang musikang pampatulo ng antok.","Habang nag-aaral si Ana, nakikinig siya ng musikang pampatulo ng antok.","While studying, Ana listens to music that helps her relax.",Temporal Simultaneity (*Kabang*) + Instrumental Purpose Clause,,
343,Extended batch (301-400),E pa nareresolba ing problema king danum king kekaming subdivision.,Hindi pa nareresolba ang problema sa tubig sa aming subdivision.,The water supply problem in our subdivision hasn't been resolved yet.,Passive Aspectual Negation (*E pa nareresolba*),,
344,Extended batch (301-400),Ipinasundo ni Tata ing kekaming bisita gagamit ing bayung sasakyan.,Ipinasundo ni Tatay ang aming bisita gamit ang bagong sasakyan.,Dad had our guest picked up using the new vehicle.,Causative Voice Focus (*Ipinasundo*) + Instrumental Clause,,
345,Extended batch (301-400),Obakit ali mu bisang magpacheck-up king doktor agyang masakit ing buntuk mu?,Bakit ayaw mong magpacheck-up sa doktor kahit masakit ang iyong ulo?,Why don't you want to get checked by a doctor even if your head hurts?,Interrogative Volition Negation + Concessive Clause (*agyang*),,
346,Extended batch (301-400),"Nung e ka mangan abak, mahilo ka king kalagitnaan ning klase.","Kung hindi ka kakain ng agahan, mahihilo ka sa kalagitnaan ng klase.","If you don't eat breakfast, you will feel dizzy in the middle of class.",Negative Conditional (*Nung e ka*) + Expected Stative Future,,
347,Extended batch (301-400),Ing sapatos a gagamitan ku king pagtakbo sira-sira ne.,Ang sapatos na ginagamit ko sa pagtakbo ay sirang-sira na.,The shoes that I use for running are completely worn out now.,Relative Instrument Clause + Intensified Stative Predicate,,
348,Extended batch (301-400),Ali mu bubuksan ing aircon nung makabukas ya pa ing awang.,Huwag mong buksan ang aircon kung nakabukas pa ang bintana.,Don't turn on the air conditioner if the window is still open.,Prohibitive Condition (*Ali mu... nung*),,
349,Extended batch (301-400),"Bayu sumakai king eroplano, kailangang ipakit ing boarding pass at ID.","Bago sumakay ng eroplano, kailangang ipakita ang boarding pass at ID.","Before boarding the plane, one must show their boarding pass and ID.",Temporal Boundary Clause + Mandatory Passive Complement,,
350,Extended batch (301-400),E ku na uulit king kakanan a yan uling mabagal ing serbisyo.,Hindi na ako uulit sa kainang iyon dahil mabagal ang serbisyo.,I will not repeat eating at that diner again because the service is slow.,Cessative Future Negation (*E ku na*) + Causal Reasoning,,
351,Extended batch (301-400),Ila ring nag-ayos ning nasirang bubong ning kekaming bale ketang metung a bulan.,Sila ang nag-ayos ng nasirang bubong ng aming bahay noong isang buwan.,They are the ones who repaired the damaged roof of our house last month.,Emphatic Focus Pronoun (*Ila*) + Past Relative Modification,,
352,Extended batch (301-400),Dakal a estudyante ing dumalo king seminar agyang mauran ing abak.,Maraming estudyante ang dumalo sa seminar kahit maulan ang umaga.,Many students attended the seminar even though the morning was rainy.,Quantifier Subject (*Dakal a*) + Concessive Condition (*agyang*),,
353,Extended batch (301-400),Alang pwedeng lumub king gusali potang lagpas na ng alas nuwebe.,Walang pwedeng pumasok sa gusali kapag lagpas na ng alas nuwebe.,No one is allowed to enter the building past nine o'clock.,Universal Negative Subject + Conditional Temporal Boundary,,
354,Extended batch (301-400),Bisa kung ipaalam keka a natanggap mi na ing keka mong aplikasyon.,Nais kong ipaalam sa iyo na natanggap na namin ang iyong aplikasyon.,I would like to inform you that we have already received your application.,Desiderative Modal (*Bisa kung*) + Transitive Declarative Clause,,
355,Extended batch (301-400),Obakit e mu tinuki ing panuto a nakasulat king kahon?,Bakit hindi mo sinunod ang panuto na nakasulat sa kahon?,Why didn't you follow the instructions written on the box?,Interrogative Volition Negation + Relative Stative Clause,,
356,Extended batch (301-400),"Kabang maglakad king parke, mekit kaming magandang ibon king punu.","Habang naglalakad sa parke, nakakita kami ng magandang ibon sa puno.","While walking in the park, we saw a beautiful bird in the tree.",Temporal Duration Subordination + Involuntary Perception,,
357,Extended batch (301-400),"Nung e uling king tulong mu, e ku atayari ing proyektong ini.","Kung hindi dahil sa tulong mo, hindi ko matatapos ang proyektong ito.","If not for your help, I wouldn't have completed this project.",Counterfactual Negative Condition (*Nung e uling*) + Inability,,
358,Extended batch (301-400),Ing lalaking magmaneho ng kule pulang kotse ya ing kekaming kapitbahay.,Ang lalaking nagmamaneho ng kulay pulang kotse ay ang aming kapitbahay.,The man driving the red car is our neighbor.,Relative Subject Modifier + Equational Identification,,
359,Extended batch (301-400),Ali mu lalewan ing laptop a nakasaksak king kuryente ng buong bengi.,Huwag mong iiwan ang laptop na nakasaksak sa kuryente nang buong gabi.,Don't leave the laptop plugged into the electricity all night.,Prohibitive Imperative + Duration Circumstantial Clause,,
360,Extended batch (301-400),E ku bisang makipag-away inya megnahimik ku mu.,Hindi ko nais na makipag-away kaya nanahimik na lamang ako.,"I didn't want to pick a fight, so I just stayed quiet.",Volitional Negation (*E ku bisang*) + Resultative Action,,
361,Extended batch (301-400),Atin makatagung susi king lalam ning paso para king emergency.,May nakatagong susi sa ilalim ng paso para sa emergency.,There is a hidden key under the flowerpot for emergencies.,Existential Stative Modifier (*Atin makatagu*) + Purpose Phrase,,
362,Extended batch (301-400),"Bayu mayari ing bulan, kailangan tamung magbayad ng renta king bale.","Bago matapos ang buwan, kailangan nating magbayad ng renta sa bahay.","Before the month ends, we need to pay rent for the house.",Temporal Bound Clause (*Bayu*) + Deontic Obligation,,
363,Extended batch (301-400),Ninu ing kinalap ning librung inabili ku king babaw ning cabinet?,Sino ang kumuha ng librong inilagay ko sa ibabaw ng cabinet?,Who took the book that I placed on top of the cabinet?,Interrogative Subject Focus + Relative Locative Clause,,
364,Extended batch (301-400),E pa la ba mengan ring bisita a dinatang kanian tanghali?,Hindi pa ba kumakain ang mga bisita na dumating kaninang tanghali?,Haven't the guests who arrived earlier at noon eaten yet?,Interrogative Aspectual Negation + Plural Clitic (*E pa la ba*),,
365,Extended batch (301-400),"Kaibat nang megaral king kolehiyo, megnintun yang agad obra king Maynila.","Pagkatapos niyang mag-aral sa kolehiyo, naghanap agad siya ng trabaho sa Maynila.","After studying in college, he immediately looked for a job in Manila.",Sequential Subordination (*Kaibat nang*) + Directional Action,,
366,Extended batch (301-400),"Bagaman maikli ing panahon ning paghahanda, meging matagumpay ing programa.","Bagaman maikli ang panahon ng paghahanda, naging matagumpay ang programa.","Although the preparation time was short, the program was successful.",Concessive Subordination (*Bagaman*) + Stative Outcome,,
367,Extended batch (301-400),Mas bisa yang magbasa libro kaysa manalon telebisyon potang bengi.,Mas gusto niyang magbasa ng libro kaysa manood ng telebisyon sa gabi.,He prefers reading books rather than watching television at night.,Preferential Comparative (*Mas bisa yang*) + Temporal Modifier,,
368,Extended batch (301-400),Alang ninuman king kekaming pamilya ing makabalu king kekang bayung address.,Walang sinuman sa aming pamilya ang nakakaalam ng kanyang bagong address.,No one in our family knows his new address.,Universal Negative Modifier + Embedded Knowledge,,
369,Extended batch (301-400),Ali mu gagamitan ing sasakyan kabang ala pa pahintulot ni Tata.,Huwag mong gagamitin ang sasakyan habang wala pang pahintulot ni Tatay.,Don't use the vehicle while there is no permission from Dad yet.,Prohibitive (*Ali mu*) + Temporal Negative Existential (*kabang ala pa*),,
370,Extended batch (301-400),Baka maantala ing biyahe ning bus uling king kumpuni king tulay.,Baka maantala ang biyahe ng bus dahil sa maayos na kumpuni sa tulay.,The bus trip might be delayed due to repairs on the bridge.,Epistemic Uncertainty + Causality Preposition,,
