row_index,mt_id,granularity,source_text,target_text,prompt_family,score,category,note,tier
192,pldmt_921e157472df,sentence,Atin ca waring camaganac a ating capareung saket?,May kakilala ka ba sa pamilya mo na may ganyang sakit din?,Utt,3,correct_translation,"Atin ca waring camaganac a ating capareung saket? = May kakilala ka ba sa pamilya mo na may ganyang sakit din?; matching question, same correct pairing as row 180.",A_correct_translation
193,pldmt_ee86c728241e,sentence,Tucnang na co king pamaninum alac,Itigil mo na ang paninigarilyo,Utt,2,plausible_partial_match,"Tucnang na co king pamaninum alac=I've stopped drinking alcohol vs Itigil mo na ang paninigarilyo=stop smoking; same ""stop harmful habit"" sentence structure/domain, wrong specific habit.",B_plausible_partial_match
194,pldmt_7674f4c400a8,sentence,Alayu casi i Doctor ngeni,Di po ako tumataba kahit anong gawin kong kain,Utt,0,no_correspondence,Alayu casi i Doctor ngeni=the doctor is far away right now vs Di po ako tumataba kahit anong gawin kong kain=I don't gain weight no matter what I eat; different content.,D_no_correspondence
195,pldmt_3fe9e60c382d,sentence,Painawa co pa mu king bale king mapilan a aldo,Gaano katagal na siyang nilalagnat?,Utt,1,same_domain_wrong_specific,"Painawa co pa mu king bale king mapilan a aldo=let me rest at home a few more days vs Gaano katagal na siyang nilalagnat?=how long has he/she had a fever?; same medical domain, wrong specific.",C_same_domain_wrong_specific
196,pldmt_a8b811db801d,sentence,Binulusuc ing penakitan ning Del Monte Pacific,"Dahil sa mahusay na liderato ng mga pinuno ng bayan, nakabalik ito sa pang-unang pwesto nang umabot sa limampu't apat na milyong piso ang kita noong taong isang libo siyam na raan walumpu't siyam.",Utt,1,same_domain_wrong_specific,"Sentence about a Del Monte Pacific company issue vs FIL sentence about leadership/earnings figures; same business-news domain, wrong specific.",C_same_domain_wrong_specific
197,pldmt_d938ac1e0e52,sentence,Reforma king economia migresulta king pamibaba ning utang ning bansa,Patok sa mga dayuhang kapitalista ang kampanya ng gobyerno sa turismo,Utt,1,same_domain_wrong_specific,"Reforma king economia migresulta king pamibaba ning utang=economic reform reduced debt vs Patok sa mga dayuhang kapitalista ang kampanya...=foreign investors like the tourism campaign; same economic-news domain, wrong specific.",C_same_domain_wrong_specific
198,pldmt_73bcea02439e,sentence,Sinabi na namang Aspe a surian no ning agencia ding libru da ding mesabing establisimiento ban abalu nung ninu caring makibandi deti ing migdeclarang ustung panakitan ning carelang negocio.,Sinabi rin ni Aspe na susuriin ng ahensya ang libro ng naturang mga establisimyento para malaman kung sino sa mga may-ari nito ang nagdedeklara ng tamang kinikita ng kanilang negosyo.,Utt,3,correct_translation,"Sinabi na namang Aspe a surian no ning agencia ding libru da ding mesabing establisimiento... = Sinabi rin ni Aspe na susuriin ng ahensya ang libro ng naturang mga establisimyento...; matching sentence, near word-for-word correspondence.",A_correct_translation
199,pldmt_5d88f3c09ec4,sentence,Capagnasan ning presidente a adinang apulung milyong obra ding manintun obra anggang mayari ing cayang terminu king banuang aduang libu at apulu,Umabot sa apat na raan siyamnapu't tatlo at kalahating milyong dolyar ang nakalap sa palitan kahapon sa bansa.,Utt,0,no_correspondence,Sentence about hoped-for infrastructure completion by 2010 vs FIL sentence citing a $493.5M currency figure; different specific content.,D_no_correspondence
200,pldmt_318d5c51cb70,sentence,Gumastus labing atlung bilyong pesus ing gobierno king pamagbie king OPSF,Sinabi ni Baterina na matatapos ang proyekto sa taong dalawang libo at walo na matutulungan ang mga magsasaka sa anim na bayan sa unang distrito ng lalawigan.,Utt,0,no_correspondence,Gumastus labing atlung bilyong pesus ing gobierno king pamagbie king OPSF=govt spent 13B pesos on OPSF vs Sinabi ni Baterina na matatapos ang proyekto...=Baterina said the project will finish...; different specific content.,D_no_correspondence
201,pldmt_2ffb961a0680,sentence,"Mebalu a king saup ning cigar, mica atin na ring supply ning electricidad ding mangalating marangle king Batangas","Sa palitan kahapon, pumalo ito sa limampu't isang piso at pitumpu't isang sentimo kontra sa dolyar bago tuluyang magsara sa limampu't isang piso at animnapu't siyam na sentimo.",Utt,0,no_correspondence,Sentence about electricity supply help via cigar/Batangas vs FIL sentence about yesterday's currency exchange rate; different specific content.,D_no_correspondence
202,pldmt_2c9c9af5a0ee,sentence,Malati yamu ing efecto ning ayun king pambansang economia ning Indonesia,Samantalang umabot naman sa five hundred four point five na milyong dolyar ang naipon sa takbo ng negosyo kahapon sa merkado.,Utt,1,same_domain_wrong_specific,"Malati yamu ing efecto ning ayun king pambansang economia ning Indonesia=small effect on Indonesia's economy vs Samantalang umabot naman sa 504.5 milyong dolyar...=meanwhile reached $504.5M...; same economic-figures domain, wrong specific.",C_same_domain_wrong_specific
203,pldmt_6009f0e958ce,sentence,"Pauli niti, minta ya I Congressman Baterina king Malacanang ban pakisabian ing presidente dikil king pondu ning proyecto","Katunayan, sinabi ng BSP na kumpara noong mga nakaraang taon, bumaba ng mahigit isang dolyar ang singil sa pagpapadala ng dolyar.",Utt,1,same_domain_wrong_specific,"Sentence about Congressman Baterina and Malacanang re: project funding vs FIL sentence about BSP dollar remittance costs; same economic-news domain, wrong specific.",C_same_domain_wrong_specific
204,pldmt_1734087d0d49,sentence,Minuna neng migpasiag ing mesabing compania a itucnang ing centru ning carelang operacion king Subic pangaras ning Deciembre banuang aduang libu at walu nung nucarin paplanu da ing pamaglipat king China.,"Ayon kay Bunye, ihahayag ni PGMA sa kanyang SONA ang tungkol sa pagpapalago sa ekonomiya",Utt,0,no_correspondence,"Minuna neng migpasiag ing mesabing compania...=company announced Subic center relocation, planning China move vs Ayon kay Bunye, ihahayag ni PGMA sa kanyang SONA...=Bunye says PGMA will announce in SONA; different content -- this source text's likely correct match is the FIL target at row 229.",D_no_correspondence
205,pldmt_93116f3b0bfa,sentence,Isinup para king produccion ning mais ing walung dalan libong pesus ipautang ning ADB king Filipinas,"Sa kasalukuyan, matatagpuan sa Zamboanga Sibugay ang pinakamalawak na plantasyon ng mga puno ng goma, kasunod ang Basilan.",Utt,1,same_domain_wrong_specific,"Sentence about corn-production funding from ADB vs FIL sentence about a rubber plantation in Zamboanga Sibugay; same agriculture-economy domain, wrong specific.",C_same_domain_wrong_specific
206,pldmt_51b496fde546,sentence,Planu ning Banco Central ning Filipinas a ilaco king circulacion ing tantiang limampulung bilyung pesus labis a salapi,"Ayon kay Pangulong Arroyo, sa pakikipagpulong nito sa mga negosyante, sila umano'y pawang naghahangad na magbuhos ng puhunan sa Pilipinas ngayong paangat na ang ekonomiya ng bansa.",Utt,0,no_correspondence,"Planu ning Banco Central ning Filipinas a ilaco king circulacion ing tantiang limampulung bilyung pesus labis a salapi=BSP plans to remove ~50B excess pesos from circulation vs Ayon kay Pangulong Arroyo, sa pakikipagpulong nito sa mga negosyante...=according to President Arroyo, in meetings with businessmen...; different content -- this source text is a near word-for-word match for the FIL target that instead appears (wrongly) at row 233.",D_no_correspondence
207,pldmt_8f4dd7abaff2,sentence,"Agpang cang Presidente Arroyo, king pamakipagpulung niti caring negociante, ila canu paua lang magnasa a mibulus puhunan keti Filipinas ngening paangat na ing economia ning bansa",Diniskwento ng Bangko Sentral ang kakapusan ng dolyar,Utt,0,no_correspondence,"Agpang cang Presidente Arroyo, king pamakipagpulung niti caring negociante...=according to President Arroyo, in meeting with businessmen... vs Diniskwento ng Bangko Sentral ang kakapusan ng dolyar=BSP discounted the dollar shortage; different content -- note this source closely resembles the FIL text wrongly attached to row 206 (see row 206's note); together these three rows (206/207/233) show a shuffled block.",D_no_correspondence
208,pldmt_399956e1e75e,sentence,"E magobra caring babaual dang bansa, nganing POEA",Ipagpapatuloy ng administrasyon ang nasimulan nito upang mabayaran na ang lahat ng utang nito na siyang lalong nagpapahirap sa mga Pilipino para sa kabutihan ng sambayanang Pilipino.,Utt,1,same_domain_wrong_specific,"Sentence about overseas workers and POEA vs FIL sentence about the administration continuing debt repayment; same government/economy domain, wrong specific.",C_same_domain_wrong_specific
209,pldmt_8f040cc482c0,sentence,Makibat ya king pamangailangan ding memalen ing pamaglabung ning economia,Tiniyak naman ng gobyerno na walang magaganap na pagtaas ng presyo ng kuryente upang maibsan ang kasalukuyang paghihirap ng maraming mamamayan.,Utt,1,same_domain_wrong_specific,"Makibat ya king pamangailangan ding memalen ing pamaglabung ning economia=economic growth responds to people's needs vs Tiniyak naman ng gobyerno na walang magaganap na pagtaas ng presyo ng kuryente...=govt assured no electricity price hike; same economic-policy domain, wrong specific.",C_same_domain_wrong_specific
210,pldmt_38354c111e72,sentence,Resulta na canu niti ing balaus a pamibaba ning pesus laban king dollar,Sinabi ni Baterina na matatapos ang proyekto sa taong dalawang libo at walo na matutulungan ang mga magsasaka sa anim na bayan sa unang distrito ng lalawigan.,Utt,0,no_correspondence,Resulta na canu niti ing balaus a pamibaba ning pesus laban king dollar=result is continuing peso decline vs Sinabi ni Baterina na matatapos ang proyekto...=Baterina said the project will finish...; different specific content (also the FIL target reused at row 200).,D_no_correspondence
211,pldmt_99f3d2e6f7ef,sentence,Ipinilit na a alang pondung misadia ding mangalating cumpaniang iti ban dinan nang proteccion ing capaligiran a maliaring masira king carelang operacion,Ipinahayag rin ng pangulo na pagtutuunan ng pansin ng pamahalaan ngayong taon ang pagpapalakas ng burukrasya upang makapagbigay ito ng mabuting serbisyo sa bawat mamamayang Pilipino.,Utt,1,same_domain_wrong_specific,"Sentence about lack of funds for companies to protect the environment vs FIL sentence about the president focusing on strengthening bureaucracy; same government/economy domain, wrong specific.",C_same_domain_wrong_specific
212,pldmt_da1f4e61b1d3,sentence,Titiyacan nang PGMA king yatu ing determinacion ding Filipino king pamisugpu caring terorista,Ang paglakas ng piso ay posibleng magpatuloy hanggang matapos ang taong dalawang libo at anim,Utt,0,no_correspondence,Titiyacan nang PGMA king yatu ing determinacion ding Filipino king pamisugpu caring terorista=PGMA will assure Filipinos' resolve against terrorists vs Ang paglakas ng piso ay posibleng magpatuloy hanggang matapos ang taong 2006=peso strengthening may continue through 2006; unrelated topics (security vs currency).,D_no_correspondence
213,pldmt_aa441f885c46,sentence,Maingat ngening pagaralan ning local a capamalan ning lungsud ning Menila nung nanu-nanung caso ing maliaring isampa laban caring kilalang personalidad a mitalacad negocio king baywalk king kecaban ning Roxas Boulevard,Ipupursigi ng gobyerno ang pagtugis sa mga hindi nagbabayad ng tamang buwis.,Utt,0,no_correspondence,Maingat ngening pagaralan ning local a capamalan ning lungsud ning Menila...=Manila local govt carefully studying cases against baywalk business owners vs Ipupursigi ng gobyerno ang pagtugis sa mga hindi nagbabayad ng tamang buwis=govt will pursue tax evaders; different content -- this source text is a near word-for-word match for the FIL target that instead appears (wrongly) at row 225.,D_no_correspondence
214,pldmt_03b751ca30c7,sentence,Ipinilit na a alang pondung misadia ding mangalating cumpaniang iti ban dinan nang proteccion ing capaligiran a maliaring masira king carelang operacion,Mga peste ang numero unong dahilan kung bakit mahina ngayon ang produksyon ng saging sa bansa.,Utt,0,no_correspondence,Same source text as row 211/213 (lack of environmental-protection funds) vs FIL sentence about pests reducing banana production; different specific content.,D_no_correspondence
215,pldmt_a5ea2159ebe1,sentence,Masanting ing plataforma king economia,Sinabi rin ni Aspe na susuriin ng ahensya ang libro ng naturang mga establisimyento para malaman kung sino sa mga may-ari nito ang nagdedeklara ng tamang kinikita ng kanilang negosyo.,Utt,0,no_correspondence,Masanting ing plataforma king economia=the economic platform is good vs Sinabi rin ni Aspe na susuriin ng ahensya...=Aspe said the agency will review...; different content (also the FIL target correctly matched at row 198).,D_no_correspondence
216,pldmt_5ef75edf47ad,sentence,Maliaring e na mag-import asucal ing Filipinas king paniatang ning banuang aduang libu at pitu,Malaki rin ang naitutulong nito sa paglalako ng mga magsasaka sa kanilang mga produkto.,Utt,1,same_domain_wrong_specific,"Sentence about the Philippines possibly not importing sugar by 2007 vs FIL sentence about helping farmers sell their produce; same agriculture-economy domain, wrong specific.",C_same_domain_wrong_specific
217,pldmt_a1f1c99e5a36,sentence,Bagiang mibagsac ing alaga ning pesus king pangabuclat ning libayan napun,"Nagsara ang piso sa limampu't isang piso at labing walong sentimo kontra sa isang dolyar kahapon, ang pinakamataas na halaga nito simula noong Hulyo ng taong dalawang libo't dalawa.",Utt,2,plausible_partial_match,"Sentence about the peso's value dropping yesterday vs FIL sentence citing the peso closing at specific rates yesterday; same specific topic (peso exchange-rate movement ""yesterday""), exact figures not independently verified.",B_plausible_partial_match
218,pldmt_d169b566a92f,sentence,Mecatipid ya ing gobiernong maigit apat a pulung milyong pesus king pamamayad interes king utang,Dalawang milyong piso ang pondong ilalaan ng DA sa pag-angkat ng gulay mula sa mga lalawigan,Utt,1,same_domain_wrong_specific,"Sentence about government saving over 40M pesos on debt interest vs FIL sentence about DA allocating 2M pesos to import vegetables; same government-budget domain, wrong specific.",C_same_domain_wrong_specific
219,pldmt_64e3dbaae2a2,sentence,"King pamilibayan napun, binarug ya iti king limampulu’t metung a pesus at pitumpulu’t metung a centimus contra king dollar bayu balaus migsara king limapulu’t metung a pesus at anamapulu’t siam a centimus.","Ayon kay Teves, nais mabayaran ng pamahalaan ang mga pagkakautang",Utt,0,no_correspondence,Detailed sentence about peso trading at specific rates yesterday vs FIL sentence about Teves wanting government debts paid; different specific content (compare row 217's note -- this source is plausibly the true match for row 217's own FIL target).,D_no_correspondence
220,pldmt_50655c8e4b6d,sentence,"Para king banuang iti, asaang mabut king aduang dalan at limampulu anggang atlung dalang tonelada ing sagiuang manggang Filipinu ing ailuslus king Estados Unidos mu","Ayon kay Pangulong Arroyo, sa pakikipagpulong nito sa mga negosyante, sila umano'y pawang naghahangad na magbuhos ng puhunan sa Pilipinas ngayong paangat na ang ekonomiya ng bansa.",Utt,0,no_correspondence,"Sentence about exporting 250-300k tons of mango to the US vs Ayon kay Pangulong Arroyo, sa pakikipagpulong nito sa mga negosyante...=same FIL text reused (wrongly) at row 206; different content.",D_no_correspondence
221,pldmt_ea6c6aa32180,sentence,"Agpang caring negociante, resulta iti ning masican a inflows bunga naman ning kacabang vacacion king Semana Santa","Ayon kay Arroyo, dapat tiyakin ng pamahalaan na nakokolekta ang mga buwis.",Utt,1,same_domain_wrong_specific,"Sentence about strong Holy-Week-driven currency inflows per traders vs FIL sentence about Arroyo urging tax collection; same economic-policy domain, wrong specific.",C_same_domain_wrong_specific
222,pldmt_7096aa18946b,sentence,Bunga ya iti ning balaus a pamagtas ning alaga ning curudu king pangyatung palengki,Ipagpapatuloy ng administrasyon ang nasimulan nito upang mabayaran na ang lahat ng utang nito na siyang lalong nagpapahirap sa mga Pilipino para sa kabutihan ng sambayanang Pilipino.,Utt,0,no_correspondence,Sentence about crude-oil price drop's market effect vs FIL sentence about the administration continuing debt repayment (same FIL text as row 208); different specific content.,D_no_correspondence
223,pldmt_fa86476cc288,sentence,Meging matamle ing pesus contra dollar king pamaniara ning libayan king mercado,Ipinaliwanag ng pangulo na ibig niyang lumikha ng mga trabahong malaki ang suweldo sa Ilocos Norte upang hindi na mangibang bansa ang mga Pilipino para kumita lamang nang malaki.,Utt,1,same_domain_wrong_specific,"Sentence about the peso strengthening in market trading vs FIL sentence about the president wanting high-paying jobs in Ilocos Norte; same economic-news domain, wrong specific.",C_same_domain_wrong_specific
224,pldmt_3540becf6e9c,sentence,Mitas ing puhunan ning bansa king mumunang anam a bulan ning banua,Naglaro naman ang palitan ng dolyar kahapon sa pagitan ng apatnapu't walong piso at animnapu't limang sentimo hanggang apatnapu't walong piso at pitumpu't limang sentimo.,Utt,1,same_domain_wrong_specific,"Sentence about capital rising in the first six months vs FIL sentence citing yesterday's dollar exchange range; same currency/economic domain, wrong specific figures.",C_same_domain_wrong_specific
225,pldmt_f6052b95fb78,sentence,Asaang baba ing utang panglual ning Filipinas,Masusing pinag-aaralan ngayon ng lokal na pamahalaan ng lungsod ng Manila kung anu-anong kaso ang maaaring isampa laban sa mga kilalang personalidad na nagtayo ng negosyo sa baywalk sa kahabaan ng Roxas Blvd.,Utt,0,no_correspondence,Asaang baba ing utang panglual ning Filipinas=hoping the Philippines' external debt falls vs Masusing pinag-aaralan ngayon ng lokal na pamahalaan ng lungsod ng Manila...=Manila local govt studying baywalk cases; different content -- see row 213's note; this FIL text is a near word-for-word match for row 213's own source text.,D_no_correspondence
226,pldmt_b789e65471cf,sentence,Mangat ing economia king banuang aduang libu at apulu agpang kang Teves,Lalong pinalakas ang reporma ni PGMA,Utt,1,same_domain_wrong_specific,"Sentence about the economy improving by 2010 per Teves vs FIL sentence about PGMA's reforms being strengthened; same economic-news domain, wrong specific.",C_same_domain_wrong_specific
227,pldmt_234bc0dcf5da,sentence,Minuna neng migpasiag ing mesabing compania a itucnang ing centru ning carelang operacion king Subic pangaras ning Deciembre banuang aduang libu at walu nung nucarin paplanu da ing pamaglipat king China.,Tumaas ng dalawang porsiyento ang produkto ng mga pagawaan sa bansa sa pagpasok ng buwan ng Enero kumpara sa produksyon ng nakaraang taon.,Utt,0,no_correspondence,Same source text as rows 204/233 (company relocating center to Subic) vs FIL sentence about a 2% rise in factory output; different specific content.,D_no_correspondence
228,pldmt_fb55dfbd1cda,sentence,Maragul ya rin ing asaup niti king pamaglacu ding ortelano king carelang producto,Samantalang umabot naman sa five hundred four point five na milyong dolyar ang naipon sa takbo ng negosyo kahapon sa merkado.,Utt,0,no_correspondence,Sentence about assistance to produce vendors vs FIL sentence citing a $504.5M figure (same FIL text as row 202); different specific content.,D_no_correspondence
229,pldmt_67183b3f4890,sentence,Daracal la ding dayuhang mamuhunan king bansa,Una nang nagpahayag ang naturang kumpanya na ihinto ang sentro ng kanilang operasyon sa Subic pagdating ng Disyembre taong dalawang libo at walo kung saan pinaplano nila ang paglipat sa China.,Utt,0,no_correspondence,"Daracal la ding dayuhang mamuhunan king bansa=many foreign investors are coming to the country vs Una nang nagpahayag ang naturang kumpanya na ihinto ang sentro ng kanilang operasyon sa Subic...=the company earlier announced halting its Subic operations center...; different content -- this FIL text is a near word-for-word match for the source text at rows 204/227/233, evidence of a shifted block.",D_no_correspondence
230,pldmt_4332c59c37d6,sentence,Tuturing nang maragul a amun ning Palacio ing pamaging culelat ning economia ning Filipinas king Asia,Tumaas ng dalawang porsiyento ang produkto ng mga pagawaan sa bansa sa pagpasok ng buwan ng Enero kumpara sa produksyon ng nakaraang taon.,Utt,0,no_correspondence,Sentence about the Palace considering PH's economic position in Asia vs FIL sentence about a 2% rise in factory output (same FIL text as row 227); different specific content.,D_no_correspondence
231,pldmt_709a6741f14b,sentence,E dapat micarugan ing memaleng Filipino king pangaina ning pesus contra dollar,"Umuwi ang pangulo mula sa Davos na dala ang mga magagandang balita para sa mga Pilipino, lalo na ang balak ng mga malalaking negosyante sa daigdig na mamuhunan dito sa ating bansa.",Utt,1,same_domain_wrong_specific,"Sentence about Filipino workers' concern over the peso-dollar rate vs FIL sentence about the president returning from Davos with investor news; same economic-news domain, wrong specific.",C_same_domain_wrong_specific
232,pldmt_6533662e54ae,sentence,"Bunga ning susulung a economia, aparas na caring taung balen","Inatasan ni PGMA ang TLRC, DOST na magtayo ng planta ng VCO sa mga lalawigang maraming niyog",Utt,1,same_domain_wrong_specific,"Sentence about a growing economy benefiting rural people vs FIL sentence about PGMA directing a VCO plant in coconut provinces; same rural-economy domain, wrong specific.",C_same_domain_wrong_specific
233,pldmt_718291e117ca,sentence,Minuna neng migpasiag ing mesabing compania a itucnang ing centru ning carelang operacion king Subic pangaras ning Deciembre banuang aduang libu at walu nung nucarin paplanu da ing pamaglipat king China.,Plano ng Bangko Sentral ng Pilipinas na alisin sa sirkulasyon ang tinatayang limampung bilyong pisong labis na salapi.,Utt,0,no_correspondence,Same source text as rows 204/227 (company relocating center to Subic) vs Plano ng Bangko Sentral ng Pilipinas na alisin sa sirkulasyon...=BSP plans to remove excess pesos from circulation; different content -- see row 206's note; this FIL text is a near word-for-word match for row 206's own source text.,D_no_correspondence
234,pldmt_840358d309db,sentence,"Agpang caring trader, maragul a bage ing pag-lift king mesabing directiba uling dacal a negociante ing makipagsapalaran king mercado.",Naglaro naman ang palitan ng dolyar kahapon sa pagitan ng apatnapu't walong piso at animnapu't limang sentimo hanggang apatnapu't walong piso at pitumpu't limang sentimo.,Utt,0,no_correspondence,Sentence about traders viewing a directive-lifting favorably vs FIL sentence citing yesterday's dollar exchange range (same FIL text as row 224); different specific content.,D_no_correspondence
235,pldmt_a82902afcc66,sentence,Titiyacan nang PGMA king yatu ing determinacion ding Filipino king pamisugpu caring terorista,Mga ahensyang dapat puntahan sa pagrerehistro ng negosyo,Utt,0,no_correspondence,Same source text as row 212 (PGMA on Filipino resolve against terrorists) vs FIL sentence about business-registration agencies; unrelated topics.,D_no_correspondence
236,pldmt_776eddca9a9f,sentence,Ing e biasang melikid king penibatan e ya miras king puntalan.,"Tikatik man kung panay ang ulan, malalim mang ilog ay mapapaapaw.",Utt,0,no_correspondence,"Ing e biasang melikid king penibatan e ya miras king puntalan=one who doesn't know how to look back to their origin won't reach their destination (a well-known Rizal-associated proverb) vs Tikatik man kung panay ang ulan...=even steady rain won't overflow a deep river (different, unrelated proverb) -- the correct Filipino translation of this exact proverb appears (also mismatched) at rows 245 and 249.",D_no_correspondence
237,pldmt_bde01054f229,sentence,Daig na ning maagap ing taung masipag.,"Ang gawa sa pagkabata, dala hanggang sa pagkamatanda.",Utt,1,same_domain_wrong_specific,"Daig na ning maagap ing taung masipag=the prepared surpasses the merely industrious vs Ang gawa sa pagkabata, dala hanggang sa pagkamatanda=what's learned in childhood carries to adulthood; both proverbs, different figurative meaning.",C_same_domain_wrong_specific
238,pldmt_a7a19502ae77,sentence,"Ing matapat a caluguran, tune yang ayasaan.","Ang langaw na dumapo sa kalabaw, mataas pa sa kalabaw ang pakiramdam.",Utt,1,same_domain_wrong_specific,"Ing matapat a caluguran, tune yang ayasaan=a true friend is truly worth relying on vs Ang langaw na dumapo sa kalabaw...=the fly on the carabao feels taller than the carabao (a proverb about arrogance); both proverbs, different figurative meaning.",C_same_domain_wrong_specific
239,pldmt_a15e76b88a04,sentence,Nung macananu catas ing sulapo macanian mu rin ing lagapac ning pangabagsac.,Walang mahirap na gawa pag dinaan sa tiyaga.,Utt,1,same_domain_wrong_specific,"Proverb about consequences matching their cause (lightning/crash imagery) vs Walang mahirap na gawa pag dinaan sa tiyaga=nothing is difficult with perseverance; both proverbs, different figurative meaning.",C_same_domain_wrong_specific
240,pldmt_96e4aa88bc03,sentence,Nung ninu ing masalita yang culang king gaua.,"Kapag ang ilog ay matahimik, asahan mo at malalim. Kapag ang ilog ay maingay, asahan mo at mababaw.",Utt,2,plausible_partial_match,"Nung ninu ing masalita yang culang king gaua=whoever talks a lot lacks in action vs Kapag ang ilog ay matahimik...maingay, asahan mo't mababaw=still waters run deep, noisy river is shallow; different imagery but closely related figurative theme (talk/noise correlates with lack of substance).",B_plausible_partial_match
241,pldmt_caff9fec51d8,sentence,Alang tinalan king paglutuan a e miulingan.,Mainam na ang pipit na nasa kamay kaysa lawing lumilipad.,Utt,1,same_domain_wrong_specific,"Proverb about no cooking pot escaping char (nothing/no one is flawless) vs Mainam na ang pipit na nasa kamay kaysa lawing lumilipad=a bird in hand is worth two in the bush; both proverbs, different figurative meaning.",C_same_domain_wrong_specific
242,pldmt_f912f5944d5b,sentence,"Ing kecang indam, isubli o libaian. Ban keng tutuki, e ca picadalan.","Pagkahaba-haba man ng prusisyon, sa simbahan din ang tuloy.",Utt,1,same_domain_wrong_specific,"Proverb about experiencing consequences oneself vs Pagkahaba-haba man ng prusisyon, sa simbahan din ang tuloy=however long the procession, it ends at the church; both proverbs, different figurative meaning -- the likely correct Kapampangan source for this exact FIL proverb appears at row 250.",C_same_domain_wrong_specific
243,pldmt_b0a0cdfd7a6e,sentence,"Ing palu king damulag, king cabayu ing late.","Ako ang nagbayo, ako ang nagsaing, saka ng maluto'y iba ang kumain.",Utt,2,plausible_partial_match,"Ing palu king damulag, king cabayu ing late=the blow lands on the carabao but the horse feels it (misdirected consequence) vs Ako ang nagbayo, ako ang nagsaing, saka ng maluto'y iba ang kumain=I did all the work but someone else benefits; closely related figurative theme (effort/consequence misdirected to someone else), different imagery -- see row 246's note for this exact FIL proverb's likely true source.",B_plausible_partial_match
244,pldmt_40c92e3a42de,sentence,"Ing lalacad mabagal, nung masucsuc ya mababo. Ing lalacad mabilis, nung masucsuc ya malalam.","Kapag ang ilog ay matahimik, asahan mo at malalim. Kapag ang ilog ay maingay, asahan mo at mababaw.",Utt,2,plausible_partial_match,"Ing lalacad mabagal...malalam=walking slow/fast correlates with shallow/deep piercing vs Kapag ang ilog ay matahimik...maingay...mababaw=still/noisy river correlates with deep/shallow; closely parallel rhetorical structure (quality-A implies depth-1, quality-B implies depth-2), different literal imagery.",B_plausible_partial_match
245,pldmt_4b7233839cc0,sentence,Langi ne ing sapa dapot ali ing balita.,Ang hindi marunong lumingon sa pinanggalingan ay hindi makararatíng sa paroroonan.,Utt,0,no_correspondence,"Langi ne ing sapa dapot ali ing balita (uncertain proverb, stream/news imagery) vs Ang hindi marunong lumingon sa pinanggalingan ay hindi makararating sa paroroonan=one who doesn't look back to their origin won't reach their destination; this FIL proverb is the correct translation of the source text at row 236, not this row's own source.",D_no_correspondence
246,pldmt_02a00626f9b0,sentence,"Acu ing mitanam, ing binayu at siniasat, saca niang melutu aliua ya ing mengan.","Tikatik man kung panay ang ulan, malalim mang ilog ay mapapaapaw.",Utt,0,no_correspondence,"Acu ing mitanam, ing binayu at siniasat, saca niang melutu aliua ya ing mengan=I planted, pounded and inspected it, but someone else ate it when cooked vs Tikatik man kung panay ang ulan...=even steady rain won't overflow a deep river; different proverb -- this source text is a close, near word-for-word match for the FIL proverb correctly appearing at row 243 as its own (mismatched) target, i.e. this row's source belongs with row 243's target.",D_no_correspondence
247,pldmt_5e5858fd72ee,sentence,"Ing tau ustung macualta ya, dacal ya caluguran.",Ang hindî marunong lumingón sa pinanggalingan ay hindî makararatíng sa paroroonan.,Utt,0,no_correspondence,"Ing tau ustung macualta ya, dacal ya caluguran=a person with money has many friends (fair-weather-friends theme) vs Ang hindi marunong lumingon sa pinanggalingan...=same recurring FIL proverb as rows 236/245/249; unrelated figurative meaning.",D_no_correspondence
248,pldmt_ae616406f0df,sentence,"Ing pamakyasaua e ya biru, e na calupa ning nasi, ilual mu nung mepali.","Kapag apaw na ang takalan, kailangan kalusan.",Utt,1,same_domain_wrong_specific,"Ing pamakyasaua e ya biru...=marriage is not a joke, can't be undone if it turns out badly vs Kapag apaw na ang takalan, kailangan kalusan=when the measure overflows, it needs leveling; both proverbs, different figurative meaning.",C_same_domain_wrong_specific
249,pldmt_df2301d3fa41,sentence,"Matibe ya ing palis, paulini ning pangabigkis.","Ang hindi lumingon sa pinanggalingan, hindi makakarating sa paruruonan.",Utt,0,no_correspondence,"Matibe ya ing palis, paulini ning pangabigkis (uncertain proverb) vs Ang hindi lumingon sa pinanggalingan, hindi makakarating sa paruruonan=same recurring FIL proverb as rows 236/245/247 (spelling variant); this row's source is not its correct match either.",D_no_correspondence
250,pldmt_f55025e73b9e,sentence,"King kecaban man ning prucicion, king pisamban mu rin malaus.",Ang tunay na kaibigan karamay kailan man.,Utt,0,no_correspondence,"King kecaban man ning prucicion, king pisamban mu rin malaus=however long the procession, it still ends at the church vs Ang tunay na kaibigan karamay kailan man=a true friend is always a companion; different proverb -- this source text is a close, near word-for-word match for the FIL proverb wrongly appearing as row 242's own (mismatched) target, i.e. this row's source belongs with row 242's target.",D_no_correspondence
