mt_id,granularity,source_lang,target_lang,source_text,target_text,prompt_family,source_name_normalized,prompt_ordinal,source_recorded_speakers,target_recorded_speakers,quality_tier,source_name,source_archive,dataset_role,validation_status
pldmt_20e8a05047b5,sentence,pam,fil,"Ngeni ala nang aituring a capanatagan king kecatamung pamanucnangan; ngeni pane da nang gagambalan ing kecatamung catahimican ning mamalingongo a daing at tagulele, saldac pangisnaua at pagsalbat ding macapal a mengulila, balu’t ding pengari ding cabaleng pemanyira ding mapanyupil a Castila; ngeni malulumud tamu king mamalbug a lua ding Indu caring meyangu da bie anac, caring pamanangis ding bingut a pepangulila ning calupitan a ing balang patac calupa na ning metung a bubucal a tingga, a sasala king makirut a sugat ning kecatamung pusung manamdaman; ngeni lalu tamung macabilibid king tanicalang macapaglibac caring balang lalaking ating ingatang capurian.",at yao'y inihalo't ininom nila kapwa tanda ng tunay at lubos na pagtatapat na di magtataksil sa pinagkayarian.,Utt,Utt_Letter.txt,5,56,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_7093c4aa8680,sentence,pam,fil,Posible ya pung lala nung e ya maagapan?,Pangalawang beses na siyang inatake sa puso.,Utt,Utt_Medical.txt,1,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_3469a91ceead,sentence,pam,fil,Atin ca waring inumang panulu ngene?,Hindi siya makahinga ng ayos,Utt,Utt_Medical.txt,2,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_9a86ddef70c2,sentence,pam,fil,Macaroc keng calusugan ing sobrang pamaninum alac,Hindi po umeepekto ang gamot,Utt,Utt_Medical.txt,3,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_63d8752c2093,sentence,pam,fil,Atin ca waring cakilala king pamilya mu a ating macanyan mu namang saket?,Isang linggo na po akong inuubo,Utt,Utt_Medical.txt,4,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_d494bd8bdfb8,sentence,pam,fil,Ala yang ganang mangan.,Nasa dugo niyo ba yung ganyang sakit?,Utt,Utt_Medical.txt,5,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_5d4d6be59693,sentence,pam,fil,Pilang bulan ne pu ing bingut?,May kakilala ka ba sa pamilya mo na may ganyang sakit din?,Utt,Utt_Medical.txt,6,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_24aac7c33e4f,sentence,pam,fil,Atin ca waring camaganac a ating capareung saket?,May kakilala ka ba sa pamilya mo na may ganyang sakit din?,Utt,Utt_Medical.txt,7,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_153e25f9f462,sentence,pam,fil,Magcasakit ya pung macmul,Inumin mo itong gamot tatlong beses sa isang araw,Utt,Utt_Medical.txt,8,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_a48f2fb09035,sentence,pam,fil,Mayap a gatpanapun pu Doctor,May asthma po ako,Utt,Utt_Medical.txt,9,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_ba5b2ee88fdd,sentence,pam,fil,Tacpan me ing kailing mata mu at basan ding letra king dingding,May kakilala ka ba sa pamilya mo na may ganyang sakit din?,Utt,Utt_Medical.txt,10,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_8123b2b9fa73,sentence,pam,fil,Atin ca waring cakilala king pamilya mu a ating macanyan mu namang saket?,Di po ako tumataba kahit anong gawin kong kain,Utt,Utt_Medical.txt,11,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_e158d7db0352,phrase,pam,fil,Mayap a gatpanapun Doc,Magandang gabi ho Dok,Utt,Utt_Medical.txt,12,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_86846b4cb32d,sentence,pam,fil,E cu pu tataba agyang nanung gawan cung mangan,Wala siyang ganang kumain,Utt,Utt_Medical.txt,13,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_fbf7c9cdebbd,sentence,pam,fil,Magcasakit cu pung pigilan ing pamani cu,Ano ba ang mabisang gamot diyan?,Utt,Utt_Medical.txt,14,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_b6e25ebeb11e,sentence,pam,fil,Atiu king daya yu wari ing macaniang saket?,Magandang umaga po Doktor,Utt,Utt_Medical.txt,15,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_a0916ef37f9a,sentence,pam,fil,Atiu king daya yu wari ing macaniang saket?,Nahihirapan ka bang huminga?,Utt,Utt_Medical.txt,16,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_96981b388044,sentence,pam,fil,Posible ya pung lala nung e ya maagapan?,Ano po ang gamot sa singaw ng bata?,Utt,Utt_Medical.txt,17,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_f2a7b4ef593b,sentence,pam,fil,Sabian mu nung nucarin masakit,Gaano katagal na siyang nilalagnat?,Utt,Utt_Medical.txt,18,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_921e157472df,sentence,pam,fil,Atin ca waring camaganac a ating capareung saket?,May kakilala ka ba sa pamilya mo na may ganyang sakit din?,Utt,Utt_Medical.txt,19,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_ee86c728241e,sentence,pam,fil,Tucnang na co king pamaninum alac,Itigil mo na ang paninigarilyo,Utt,Utt_Medical.txt,20,70,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_7674f4c400a8,sentence,pam,fil,Alayu casi i Doctor ngeni,Di po ako tumataba kahit anong gawin kong kain,Utt,Utt_Medical.txt,21,6,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_3fe9e60c382d,sentence,pam,fil,Painawa co pa mu king bale king mapilan a aldo,Gaano katagal na siyang nilalagnat?,Utt,Utt_Medical.txt,22,6,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_a8b811db801d,sentence,pam,fil,Binulusuc ing penakitan ning Del Monte Pacific,"Dahil sa mahusay na liderato ng mga pinuno ng bayan, nakabalik ito sa pang-unang pwesto nang umabot sa limampu't apat na milyong piso ang kita noong taong isang libo siyam na raan walumpu't siyam.",Utt,Utt_News.txt,1,69,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_d938ac1e0e52,sentence,pam,fil,Reforma king economia migresulta king pamibaba ning utang ning bansa,Patok sa mga dayuhang kapitalista ang kampanya ng gobyerno sa turismo,Utt,Utt_News.txt,2,67,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_73bcea02439e,sentence,pam,fil,Sinabi na namang Aspe a surian no ning agencia ding libru da ding mesabing establisimiento ban abalu nung ninu caring makibandi deti ing migdeclarang ustung panakitan ning carelang negocio.,Sinabi rin ni Aspe na susuriin ng ahensya ang libro ng naturang mga establisimyento para malaman kung sino sa mga may-ari nito ang nagdedeklara ng tamang kinikita ng kanilang negosyo.,Utt,Utt_News.txt,3,66,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_5d88f3c09ec4,sentence,pam,fil,Capagnasan ning presidente a adinang apulung milyong obra ding manintun obra anggang mayari ing cayang terminu king banuang aduang libu at apulu,Umabot sa apat na raan siyamnapu't tatlo at kalahating milyong dolyar ang nakalap sa palitan kahapon sa bansa.,Utt,Utt_News.txt,4,66,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_318d5c51cb70,sentence,pam,fil,Gumastus labing atlung bilyong pesus ing gobierno king pamagbie king OPSF,Sinabi ni Baterina na matatapos ang proyekto sa taong dalawang libo at walo na matutulungan ang mga magsasaka sa anim na bayan sa unang distrito ng lalawigan.,Utt,Utt_News.txt,5,65,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_2ffb961a0680,sentence,pam,fil,"Mebalu a king saup ning cigar, mica atin na ring supply ning electricidad ding mangalating marangle king Batangas","Sa palitan kahapon, pumalo ito sa limampu't isang piso at pitumpu't isang sentimo kontra sa dolyar bago tuluyang magsara sa limampu't isang piso at animnapu't siyam na sentimo.",Utt,Utt_News.txt,6,67,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_2c9c9af5a0ee,sentence,pam,fil,Malati yamu ing efecto ning ayun king pambansang economia ning Indonesia,Samantalang umabot naman sa five hundred four point five na milyong dolyar ang naipon sa takbo ng negosyo kahapon sa merkado.,Utt,Utt_News.txt,7,65,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_6009f0e958ce,sentence,pam,fil,"Pauli niti, minta ya I Congressman Baterina king Malacanang ban pakisabian ing presidente dikil king pondu ning proyecto","Katunayan, sinabi ng BSP na kumpara noong mga nakaraang taon, bumaba ng mahigit isang dolyar ang singil sa pagpapadala ng dolyar.",Utt,Utt_News.txt,8,66,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_1734087d0d49,sentence,pam,fil,Minuna neng migpasiag ing mesabing compania a itucnang ing centru ning carelang operacion king Subic pangaras ning Deciembre banuang aduang libu at walu nung nucarin paplanu da ing pamaglipat king China.,"Ayon kay Bunye, ihahayag ni PGMA sa kanyang SONA ang tungkol sa pagpapalago sa ekonomiya",Utt,Utt_News.txt,9,66,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_93116f3b0bfa,sentence,pam,fil,Isinup para king produccion ning mais ing walung dalan libong pesus ipautang ning ADB king Filipinas,"Sa kasalukuyan, matatagpuan sa Zamboanga Sibugay ang pinakamalawak na plantasyon ng mga puno ng goma, kasunod ang Basilan.",Utt,Utt_News.txt,10,65,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_51b496fde546,sentence,pam,fil,Planu ning Banco Central ning Filipinas a ilaco king circulacion ing tantiang limampulung bilyung pesus labis a salapi,"Ayon kay Pangulong Arroyo, sa pakikipagpulong nito sa mga negosyante, sila umano'y pawang naghahangad na magbuhos ng puhunan sa Pilipinas ngayong paangat na ang ekonomiya ng bansa.",Utt,Utt_News.txt,11,65,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_8f4dd7abaff2,sentence,pam,fil,"Agpang cang Presidente Arroyo, king pamakipagpulung niti caring negociante, ila canu paua lang magnasa a mibulus puhunan keti Filipinas ngening paangat na ing economia ning bansa",Diniskwento ng Bangko Sentral ang kakapusan ng dolyar,Utt,Utt_News.txt,12,66,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_399956e1e75e,sentence,pam,fil,"E magobra caring babaual dang bansa, nganing POEA",Ipagpapatuloy ng administrasyon ang nasimulan nito upang mabayaran na ang lahat ng utang nito na siyang lalong nagpapahirap sa mga Pilipino para sa kabutihan ng sambayanang Pilipino.,Utt,Utt_News.txt,13,65,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_8f040cc482c0,sentence,pam,fil,Makibat ya king pamangailangan ding memalen ing pamaglabung ning economia,Tiniyak naman ng gobyerno na walang magaganap na pagtaas ng presyo ng kuryente upang maibsan ang kasalukuyang paghihirap ng maraming mamamayan.,Utt,Utt_News.txt,14,63,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_38354c111e72,sentence,pam,fil,Resulta na canu niti ing balaus a pamibaba ning pesus laban king dollar,Sinabi ni Baterina na matatapos ang proyekto sa taong dalawang libo at walo na matutulungan ang mga magsasaka sa anim na bayan sa unang distrito ng lalawigan.,Utt,Utt_News.txt,15,65,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_99f3d2e6f7ef,sentence,pam,fil,Ipinilit na a alang pondung misadia ding mangalating cumpaniang iti ban dinan nang proteccion ing capaligiran a maliaring masira king carelang operacion,Ipinahayag rin ng pangulo na pagtutuunan ng pansin ng pamahalaan ngayong taon ang pagpapalakas ng burukrasya upang makapagbigay ito ng mabuting serbisyo sa bawat mamamayang Pilipino.,Utt,Utt_News.txt,16,33,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_da1f4e61b1d3,sentence,pam,fil,Titiyacan nang PGMA king yatu ing determinacion ding Filipino king pamisugpu caring terorista,Ang paglakas ng piso ay posibleng magpatuloy hanggang matapos ang taong dalawang libo at anim,Utt,Utt_News.txt,17,33,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_aa441f885c46,sentence,pam,fil,Maingat ngening pagaralan ning local a capamalan ning lungsud ning Menila nung nanu-nanung caso ing maliaring isampa laban caring kilalang personalidad a mitalacad negocio king baywalk king kecaban ning Roxas Boulevard,Ipupursigi ng gobyerno ang pagtugis sa mga hindi nagbabayad ng tamang buwis.,Utt,Utt_News.txt,18,32,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_03b751ca30c7,sentence,pam,fil,Ipinilit na a alang pondung misadia ding mangalating cumpaniang iti ban dinan nang proteccion ing capaligiran a maliaring masira king carelang operacion,Mga peste ang numero unong dahilan kung bakit mahina ngayon ang produksyon ng saging sa bansa.,Utt,Utt_News.txt,19,29,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_a5ea2159ebe1,sentence,pam,fil,Masanting ing plataforma king economia,Sinabi rin ni Aspe na susuriin ng ahensya ang libro ng naturang mga establisimyento para malaman kung sino sa mga may-ari nito ang nagdedeklara ng tamang kinikita ng kanilang negosyo.,Utt,Utt_News.txt,20,31,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_5ef75edf47ad,sentence,pam,fil,Maliaring e na mag-import asucal ing Filipinas king paniatang ning banuang aduang libu at pitu,Malaki rin ang naitutulong nito sa paglalako ng mga magsasaka sa kanilang mga produkto.,Utt,Utt_News.txt,21,31,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_a1f1c99e5a36,sentence,pam,fil,Bagiang mibagsac ing alaga ning pesus king pangabuclat ning libayan napun,"Nagsara ang piso sa limampu't isang piso at labing walong sentimo kontra sa isang dolyar kahapon, ang pinakamataas na halaga nito simula noong Hulyo ng taong dalawang libo't dalawa.",Utt,Utt_News.txt,22,30,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_d169b566a92f,sentence,pam,fil,Mecatipid ya ing gobiernong maigit apat a pulung milyong pesus king pamamayad interes king utang,Dalawang milyong piso ang pondong ilalaan ng DA sa pag-angkat ng gulay mula sa mga lalawigan,Utt,Utt_News.txt,23,30,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_64e3dbaae2a2,sentence,pam,fil,"King pamilibayan napun, binarug ya iti king limampulu’t metung a pesus at pitumpulu’t metung a centimus contra king dollar bayu balaus migsara king limapulu’t metung a pesus at anamapulu’t siam a centimus.","Ayon kay Teves, nais mabayaran ng pamahalaan ang mga pagkakautang",Utt,Utt_News.txt,24,28,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_50655c8e4b6d,sentence,pam,fil,"Para king banuang iti, asaang mabut king aduang dalan at limampulu anggang atlung dalang tonelada ing sagiuang manggang Filipinu ing ailuslus king Estados Unidos mu","Ayon kay Pangulong Arroyo, sa pakikipagpulong nito sa mga negosyante, sila umano'y pawang naghahangad na magbuhos ng puhunan sa Pilipinas ngayong paangat na ang ekonomiya ng bansa.",Utt,Utt_News.txt,25,30,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_ea6c6aa32180,sentence,pam,fil,"Agpang caring negociante, resulta iti ning masican a inflows bunga naman ning kacabang vacacion king Semana Santa","Ayon kay Arroyo, dapat tiyakin ng pamahalaan na nakokolekta ang mga buwis.",Utt,Utt_News.txt,26,30,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_7096aa18946b,sentence,pam,fil,Bunga ya iti ning balaus a pamagtas ning alaga ning curudu king pangyatung palengki,Ipagpapatuloy ng administrasyon ang nasimulan nito upang mabayaran na ang lahat ng utang nito na siyang lalong nagpapahirap sa mga Pilipino para sa kabutihan ng sambayanang Pilipino.,Utt,Utt_News.txt,27,32,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_fa86476cc288,sentence,pam,fil,Meging matamle ing pesus contra dollar king pamaniara ning libayan king mercado,Ipinaliwanag ng pangulo na ibig niyang lumikha ng mga trabahong malaki ang suweldo sa Ilocos Norte upang hindi na mangibang bansa ang mga Pilipino para kumita lamang nang malaki.,Utt,Utt_News.txt,28,30,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_3540becf6e9c,sentence,pam,fil,Mitas ing puhunan ning bansa king mumunang anam a bulan ning banua,Naglaro naman ang palitan ng dolyar kahapon sa pagitan ng apatnapu't walong piso at animnapu't limang sentimo hanggang apatnapu't walong piso at pitumpu't limang sentimo.,Utt,Utt_News.txt,29,31,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_f6052b95fb78,sentence,pam,fil,Asaang baba ing utang panglual ning Filipinas,Masusing pinag-aaralan ngayon ng lokal na pamahalaan ng lungsod ng Manila kung anu-anong kaso ang maaaring isampa laban sa mga kilalang personalidad na nagtayo ng negosyo sa baywalk sa kahabaan ng Roxas Blvd.,Utt,Utt_News.txt,30,30,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_b789e65471cf,sentence,pam,fil,Mangat ing economia king banuang aduang libu at apulu agpang kang Teves,Lalong pinalakas ang reporma ni PGMA,Utt,Utt_News.txt,31,5,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_234bc0dcf5da,sentence,pam,fil,Minuna neng migpasiag ing mesabing compania a itucnang ing centru ning carelang operacion king Subic pangaras ning Deciembre banuang aduang libu at walu nung nucarin paplanu da ing pamaglipat king China.,Tumaas ng dalawang porsiyento ang produkto ng mga pagawaan sa bansa sa pagpasok ng buwan ng Enero kumpara sa produksyon ng nakaraang taon.,Utt,Utt_News.txt,32,5,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_fb55dfbd1cda,sentence,pam,fil,Maragul ya rin ing asaup niti king pamaglacu ding ortelano king carelang producto,Samantalang umabot naman sa five hundred four point five na milyong dolyar ang naipon sa takbo ng negosyo kahapon sa merkado.,Utt,Utt_News.txt,33,5,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_67183b3f4890,sentence,pam,fil,Daracal la ding dayuhang mamuhunan king bansa,Una nang nagpahayag ang naturang kumpanya na ihinto ang sentro ng kanilang operasyon sa Subic pagdating ng Disyembre taong dalawang libo at walo kung saan pinaplano nila ang paglipat sa China.,Utt,Utt_News.txt,34,6,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_4332c59c37d6,sentence,pam,fil,Tuturing nang maragul a amun ning Palacio ing pamaging culelat ning economia ning Filipinas king Asia,Tumaas ng dalawang porsiyento ang produkto ng mga pagawaan sa bansa sa pagpasok ng buwan ng Enero kumpara sa produksyon ng nakaraang taon.,Utt,Utt_News.txt,35,5,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_709a6741f14b,sentence,pam,fil,E dapat micarugan ing memaleng Filipino king pangaina ning pesus contra dollar,"Umuwi ang pangulo mula sa Davos na dala ang mga magagandang balita para sa mga Pilipino, lalo na ang balak ng mga malalaking negosyante sa daigdig na mamuhunan dito sa ating bansa.",Utt,Utt_News.txt,36,5,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_6533662e54ae,sentence,pam,fil,"Bunga ning susulung a economia, aparas na caring taung balen","Inatasan ni PGMA ang TLRC, DOST na magtayo ng planta ng VCO sa mga lalawigang maraming niyog",Utt,Utt_News.txt,37,5,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_718291e117ca,sentence,pam,fil,Minuna neng migpasiag ing mesabing compania a itucnang ing centru ning carelang operacion king Subic pangaras ning Deciembre banuang aduang libu at walu nung nucarin paplanu da ing pamaglipat king China.,Plano ng Bangko Sentral ng Pilipinas na alisin sa sirkulasyon ang tinatayang limampung bilyong pisong labis na salapi.,Utt,Utt_News.txt,38,5,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_840358d309db,sentence,pam,fil,"Agpang caring trader, maragul a bage ing pag-lift king mesabing directiba uling dacal a negociante ing makipagsapalaran king mercado.",Naglaro naman ang palitan ng dolyar kahapon sa pagitan ng apatnapu't walong piso at animnapu't limang sentimo hanggang apatnapu't walong piso at pitumpu't limang sentimo.,Utt,Utt_News.txt,39,6,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_a82902afcc66,sentence,pam,fil,Titiyacan nang PGMA king yatu ing determinacion ding Filipino king pamisugpu caring terorista,Mga ahensyang dapat puntahan sa pagrerehistro ng negosyo,Utt,Utt_News.txt,40,6,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_776eddca9a9f,sentence,pam,fil,Ing e biasang melikid king penibatan e ya miras king puntalan.,"Tikatik man kung panay ang ulan, malalim mang ilog ay mapapaapaw.",Utt,Utt_Salawikain.txt,1,68,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_bde01054f229,sentence,pam,fil,Daig na ning maagap ing taung masipag.,"Ang gawa sa pagkabata, dala hanggang sa pagkamatanda.",Utt,Utt_Salawikain.txt,2,68,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_a7a19502ae77,sentence,pam,fil,"Ing matapat a caluguran, tune yang ayasaan.","Ang langaw na dumapo sa kalabaw, mataas pa sa kalabaw ang pakiramdam.",Utt,Utt_Salawikain.txt,3,68,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_a15e76b88a04,sentence,pam,fil,Nung macananu catas ing sulapo macanian mu rin ing lagapac ning pangabagsac.,Walang mahirap na gawa pag dinaan sa tiyaga.,Utt,Utt_Salawikain.txt,4,68,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_96e4aa88bc03,sentence,pam,fil,Nung ninu ing masalita yang culang king gaua.,"Kapag ang ilog ay matahimik, asahan mo at malalim. Kapag ang ilog ay maingay, asahan mo at mababaw.",Utt,Utt_Salawikain.txt,5,68,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
